stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.396,1.727,0.000,76,0,9,3026705021.781,611614822.658
refined,36.409,1.727,0.000,76,0,9,3026705021.781,513803336.840
