stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.612,-5.086,-3.695,0.649,0.013,0.006,0.975,0.020,0.724,983734048.961,0.120
norefined,2,-1.092,-5.095,-3.625,0.602,0.001,0.027,0.954,-0.055,0.649,298920739.668,0.214
norefined,3,-0.897,-5.304,-3.442,0.453,-0.133,-0.051,0.900,-0.213,0.402,254694552.163,0.169
norefined,4,-1.364,-5.309,-3.307,0.408,-0.114,-0.028,0.931,-0.266,0.318,373777866.996,0.257
norefined,5,-0.888,-5.367,-3.414,0.419,-0.147,-0.104,0.916,-0.246,0.290,242669421.347,0.165
norefined,6,-1.359,-5.363,-3.286,0.380,-0.122,-0.078,0.949,-0.288,0.217,358287366.839,0.253
norefined,7,-0.883,-5.417,-3.398,0.393,-0.152,-0.151,0.934,-0.267,0.193,234057670.420,0.163
norefined,8,-1.357,-5.407,-3.273,0.358,-0.123,-0.124,0.969,-0.301,0.127,347090497.720,0.251
norefined,9,-0.881,-5.458,-3.389,0.374,-0.153,-0.194,0.953,-0.278,0.107,227635072.851,0.161
norefined,10,-1.357,-5.445,-3.267,0.340,-0.121,-0.165,0.988,-0.308,0.046,338690803.219,0.249
refined,11,-0.881,-5.458,-3.389,0.374,-0.153,-0.194,0.953,-0.278,0.107,227635072.851,0.161
refined,12,-0.774,-4.446,-2.371,0.052,-0.159,-0.194,0.675,0.161,-0.401,174312508.910,0.174
refined,13,-0.818,-4.838,-2.658,0.135,-0.081,-0.136,0.772,0.066,-0.354,168968305.383,0.169
refined,14,-0.818,-4.845,-2.665,0.148,-0.064,-0.136,0.777,0.063,-0.357,168949316.552,0.169
refined,15,-0.819,-4.852,-2.668,0.149,-0.064,-0.136,0.778,0.063,-0.357,168949172.557,0.169
refined,16,-0.819,-4.851,-2.668,0.149,-0.064,-0.135,0.778,0.064,-0.358,168949164.761,0.169
refined,17,-0.819,-4.851,-2.668,0.149,-0.064,-0.135,0.778,0.064,-0.358,168949164.277,0.169
refined,18,-0.819,-4.851,-2.668,0.149,-0.064,-0.135,0.778,0.064,-0.358,168949164.246,0.169
refined,19,-0.819,-4.851,-2.668,0.149,-0.064,-0.135,0.778,0.064,-0.358,168949164.244,0.169
refined,20,-0.819,-4.851,-2.668,0.149,-0.064,-0.135,0.778,0.064,-0.358,168949164.244,0.169
