stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.827,"[-1.281, -0.374]",0.454,-3.043,0.003
norefined,c,-6.434,"[-9.758, -3.109]",3.325,-3.228,0.002
norefined,s,-2.996,"[-4.578, -1.415]",1.581,-3.161,0.002
norefined,k0,-0.045,"[-0.73, 0.639]",0.684,-0.111,0.912
norefined,k1,-0.499,"[-1.289, 0.29]",0.789,-1.055,0.295
norefined,k2,-0.722,"[-1.583, 0.138]",0.860,-1.401,0.166
norefined,k3,1.304,"[0.314, 2.294]",0.990,2.197,0.031
norefined,k4,-0.604,"[-1.525, 0.317]",0.921,-1.094,0.278
norefined,k5,0.408,"[-0.368, 1.183]",0.776,0.877,0.383
refined,tt,-1.226,"[-1.805, -0.647]",0.579,-3.533,0.001
refined,c,-6.680,"[-9.931, -3.43]",3.251,-3.428,0.001
refined,s,-3.435,"[-5.211, -1.659]",1.776,-3.225,0.002
refined,k0,-0.501,"[-1.135, 0.133]",0.634,-1.317,0.192
refined,k1,-0.318,"[-1.139, 0.503]",0.821,-0.647,0.520
refined,k2,0.064,"[-0.626, 0.753]",0.690,0.154,0.878
refined,k3,0.701,"[-0.077, 1.479]",0.778,1.503,0.138
refined,k4,-0.261,"[-0.998, 0.477]",0.738,-0.589,0.558
refined,k5,-0.129,"[-0.825, 0.567]",0.696,-0.310,0.758
