stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,27.750,1.727,0.000,0,9,3621096442.429,765954929.951,76
refined,42.792,1.727,0.000,0,9,3621096442.429,536599703.973,76
