stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,8.223,2.023,0.000,0,9,2111199010.727,1003175523.391,76
refined,13.378,2.023,0.000,0,9,2111199010.727,754778630.543,76
