attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-3.119,"[-8.032, 1.795]",4.913,-1.267,0.210,16,0.800,754778630.538,0.226,-1.000,-2.119,1,0,fn
c,-19.002,"[-48.795, 10.791]",29.793,-1.273,0.207,16,0.800,754778630.538,0.226,-6.000,-13.002,1,0,fn
s,-10.950,"[-29.014, 7.114]",18.064,-1.210,0.231,16,0.800,754778630.538,0.226,-3.000,-7.950,1,0,fn
k0,-1.346,"[-5.317, 2.625]",3.971,-0.677,0.501,16,0.800,754778630.538,0.226,0.000,-1.346,0,0,fp
k1,3.287,"[-3.76, 10.333]",7.046,0.931,0.355,16,0.800,754778630.538,0.226,0.000,3.287,0,0,fp
k2,0.221,"[-4.6, 5.043]",4.822,0.092,0.927,16,0.800,754778630.538,0.226,0.000,0.221,0,0,fp
k3,0.976,"[-1.573, 3.525]",2.549,0.764,0.448,16,0.800,754778630.538,0.226,0.000,0.976,0,0,fp
k4,1.594,"[-1.595, 4.784]",3.190,0.998,0.322,16,0.800,754778630.538,0.226,0.000,1.594,0,0,fp
k5,-2.156,"[-7.71, 3.399]",5.554,-0.775,0.441,16,0.800,754778630.538,0.226,0.000,-2.156,0,0,fp
vot,0.164,,,,,16,0.800,754778630.538,0.226,0.167,-0.003,0,0,fn
tt,-1.317,"[-2.153, -0.481]",0.836,-3.145,0.002,16,0.900,183614037.766,0.128,-1.000,-0.317,0,0,fn
c,-7.615,"[-12.613, -2.618]",4.997,-3.042,0.003,16,0.900,183614037.766,0.128,-6.000,-1.615,0,0,fn
s,-3.892,"[-6.233, -1.551]",2.341,-3.318,0.001,16,0.900,183614037.766,0.128,-3.000,-0.892,0,0,fn
k0,-0.116,"[-0.903, 0.67]",0.786,-0.295,0.769,16,0.900,183614037.766,0.128,0.000,-0.116,0,0,fp
k1,-0.083,"[-0.997, 0.832]",0.914,-0.181,0.857,16,0.900,183614037.766,0.128,0.000,-0.083,0,0,fp
k2,0.170,"[-1.107, 1.447]",1.277,0.266,0.791,16,0.900,183614037.766,0.128,0.000,0.170,0,0,fp
k3,0.663,"[-0.386, 1.711]",1.048,1.262,0.211,16,0.900,183614037.766,0.128,0.000,0.663,0,0,fp
k4,0.835,"[0.095, 1.576]",0.740,2.252,0.028,16,0.900,183614037.766,0.128,0.000,0.835,0,1,fp
k5,-0.487,"[-1.302, 0.328]",0.815,-1.194,0.237,16,0.900,183614037.766,0.128,0.000,-0.487,0,0,fp
vot,0.173,,,,,16,0.900,183614037.766,0.128,0.167,0.006,0,0,fn
tt,-1.006,"[-1.542, -0.47]",0.536,-3.748,0.000,16,1.100,145819439.397,0.136,-1.000,-0.006,0,0,fn
c,-5.712,"[-8.732, -2.691]",3.020,-3.774,0.000,16,1.100,145819439.397,0.136,-6.000,0.288,0,0,fn
s,-2.703,"[-4.01, -1.396]",1.307,-4.128,0.000,16,1.100,145819439.397,0.136,-3.000,0.297,0,0,fn
k0,-0.012,"[-0.693, 0.669]",0.681,-0.035,0.973,16,1.100,145819439.397,0.136,0.000,-0.012,0,0,fp
k1,-0.275,"[-1.108, 0.559]",0.833,-0.658,0.513,16,1.100,145819439.397,0.136,0.000,-0.275,0,0,fp
k2,-0.100,"[-1.116, 0.916]",1.016,-0.196,0.845,16,1.100,145819439.397,0.136,0.000,-0.100,0,0,fp
k3,0.238,"[-0.568, 1.044]",0.806,0.590,0.557,16,1.100,145819439.397,0.136,0.000,0.238,0,0,fp
k4,-0.241,"[-0.777, 0.294]",0.536,-0.899,0.372,16,1.100,145819439.397,0.136,0.000,-0.241,0,0,fp
k5,0.268,"[-0.424, 0.96]",0.692,0.774,0.442,16,1.100,145819439.397,0.136,0.000,0.268,0,0,fp
vot,0.176,,,,,16,1.100,145819439.397,0.136,0.167,0.009,0,0,fn
tt,-0.855,"[-1.411, -0.298]",0.556,-3.066,0.003,16,1.200,316043449.161,0.216,-1.000,0.145,0,0,fn
c,-5.069,"[-8.43, -1.708]",3.361,-3.010,0.004,16,1.200,316043449.161,0.216,-6.000,0.931,0,0,fn
s,-2.452,"[-4.06, -0.845]",1.607,-3.045,0.003,16,1.200,316043449.161,0.216,-3.000,0.548,0,0,fn
k0,0.395,"[-0.637, 1.428]",1.032,0.765,0.447,16,1.200,316043449.161,0.216,0.000,0.395,0,0,fp
k1,-0.350,"[-1.454, 0.753]",1.103,-0.634,0.528,16,1.200,316043449.161,0.216,0.000,-0.350,0,0,fp
k2,-0.830,"[-2.283, 0.623]",1.453,-1.141,0.258,16,1.200,316043449.161,0.216,0.000,-0.830,0,0,fp
k3,-0.525,"[-1.662, 0.612]",1.137,-0.922,0.360,16,1.200,316043449.161,0.216,0.000,-0.525,0,0,fp
k4,-0.489,"[-1.327, 0.35]",0.838,-1.163,0.249,16,1.200,316043449.161,0.216,0.000,-0.489,0,0,fp
k5,0.408,"[-0.631, 1.447]",1.039,0.783,0.436,16,1.200,316043449.161,0.216,0.000,0.408,0,0,fp
vot,0.169,,,,,16,1.200,316043449.161,0.216,0.167,0.002,0,0,fn
