stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.639,"[-1.295, 0.016]",0.655,-1.947,0.056
norefined,c,-6.921,"[-13.493, -0.349]",6.572,-2.102,0.039
norefined,s,-2.344,"[-4.816, 0.127]",2.471,-1.893,0.063
norefined,k0,0.538,"[-1.067, 2.143]",1.605,0.669,0.506
norefined,k1,0.999,"[-1.198, 3.196]",2.197,0.907,0.368
norefined,k2,-0.156,"[-2.343, 2.03]",2.186,-0.143,0.887
norefined,k3,-1.125,"[-3.172, 0.921]",2.047,-1.098,0.276
norefined,k4,0.560,"[-0.771, 1.891]",1.331,0.840,0.404
norefined,k5,-0.115,"[-1.793, 1.564]",1.678,-0.136,0.892
refined,tt,-3.119,"[-8.032, 1.795]",4.913,-1.267,0.210
refined,c,-19.002,"[-48.795, 10.791]",29.793,-1.273,0.207
refined,s,-10.950,"[-29.014, 7.114]",18.064,-1.210,0.231
refined,k0,-1.346,"[-5.317, 2.625]",3.971,-0.677,0.501
refined,k1,3.287,"[-3.76, 10.333]",7.046,0.931,0.355
refined,k2,0.221,"[-4.6, 5.043]",4.822,0.092,0.927
refined,k3,0.976,"[-1.573, 3.525]",2.549,0.764,0.448
refined,k4,1.594,"[-1.595, 4.784]",3.190,0.998,0.322
refined,k5,-2.156,"[-7.71, 3.399]",5.554,-0.775,0.441
