stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,49.047,1.727,0.000,76,0,9,3075778979.242,405322792.929
refined,108.763,1.727,0.000,76,0,9,3075778979.242,197040319.272
