stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.464,2.023,0.000,76,0,9,4075959620.104,506492011.661
refined,76.181,2.023,0.000,76,0,9,4075959620.104,362847277.219
