stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.522,-4.530,-1.369,0.634,-0.026,-0.503,0.517,0.481,1.043,147244830.726,1584,0,0,0.115
norefined,2,-0.978,-4.507,-1.418,0.539,-0.115,-0.531,0.445,0.393,0.949,124907403.902,1584,0,0,0.217
norefined,3,-0.569,-4.532,-1.627,0.460,-0.242,-0.605,0.385,0.312,0.927,66470468.116,1584,0,0,0.125
norefined,4,-1.052,-4.475,-1.669,0.398,-0.279,-0.587,0.342,0.282,0.875,93529441.369,1584,0,0,0.235
norefined,5,-0.608,-4.500,-1.845,0.329,-0.373,-0.643,0.309,0.226,0.871,39435266.012,1584,0,0,0.135
norefined,6,-1.098,-4.437,-1.870,0.292,-0.379,-0.607,0.276,0.221,0.840,79198778.007,1584,0,0,0.248
norefined,7,-0.637,-4.468,-2.018,0.233,-0.459,-0.653,0.255,0.178,0.842,28642234.707,1584,0,0,0.143
norefined,8,-1.130,-4.410,-2.015,0.217,-0.444,-0.609,0.226,0.186,0.820,72289203.009,1584,0,0,0.256
norefined,9,-0.661,-4.446,-2.147,0.163,-0.518,-0.651,0.210,0.150,0.822,24246256.660,1584,0,0,0.149
norefined,10,-1.154,-4.397,-2.117,0.165,-0.488,-0.604,0.183,0.165,0.803,68971236.709,1584,0,0,0.262
refined,11,-0.661,-4.446,-2.147,0.163,-0.518,-0.651,0.210,0.150,0.822,24246256.660,1584,0,0,0.149
refined,12,-0.588,-3.260,-1.714,0.386,-0.338,-0.135,-0.217,0.170,0.169,11489413.004,1584,0,0,0.180
refined,13,-0.809,-4.817,-2.466,0.375,-0.177,-0.380,-0.139,0.185,0.028,8225230.400,1584,0,0,0.168
refined,14,-0.855,-4.987,-2.601,0.359,-0.089,-0.533,-0.114,0.051,-0.074,7768546.872,1584,0,0,0.172
refined,15,-0.927,-5.353,-2.824,0.364,0.004,-0.682,-0.079,-0.011,-0.245,7601186.609,1584,0,0,0.173
refined,16,-0.973,-5.566,-2.963,0.365,0.071,-0.800,-0.061,-0.063,-0.383,7516828.367,1584,0,0,0.175
refined,17,-1.008,-5.729,-3.065,0.366,0.112,-0.887,-0.048,-0.090,-0.470,7486335.535,1584,0,0,0.176
refined,18,-1.025,-5.806,-3.115,0.365,0.135,-0.937,-0.042,-0.105,-0.517,7477654.604,1584,0,0,0.177
refined,19,-1.035,-5.849,-3.142,0.365,0.146,-0.963,-0.038,-0.111,-0.540,7475537.554,1584,0,0,0.177
refined,20,-1.039,-5.867,-3.154,0.364,0.152,-0.976,-0.037,-0.114,-0.551,7475059.793,1584,0,0,0.177
