stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,102.938,2.023,0.000,76,0,9,3060394372.759,206399682.852
refined,173.919,2.023,0.000,76,0,9,3060394372.759,125620313.617
