stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.217,-7.210,-4.065,0.678,-1.416,0.289,0.258,-0.226,-0.354,1793351397.521,-0.030
norefined,2,-0.267,-7.214,-4.062,0.629,-1.470,0.225,0.209,-0.277,-0.380,982908362.553,0.037
norefined,3,-0.753,-7.199,-4.041,0.574,-1.484,0.177,0.160,-0.339,-0.414,306010994.855,0.105
norefined,4,-1.245,-7.183,-3.973,0.558,-1.478,0.138,0.137,-0.359,-0.448,176343941.447,0.173
norefined,5,-0.882,-7.300,-3.899,0.596,-1.199,0.028,0.183,-0.379,-0.516,200008729.344,0.121
norefined,6,-1.372,-7.277,-3.827,0.604,-1.191,-0.024,0.171,-0.369,-0.534,161794397.298,0.189
norefined,7,-0.927,-7.374,-3.800,0.650,-1.005,-0.041,0.229,-0.343,-0.534,171344520.867,0.126
norefined,8,-1.416,-7.343,-3.735,0.654,-1.005,-0.110,0.216,-0.336,-0.549,151887708.602,0.193
norefined,9,-0.949,-7.432,-3.732,0.685,-0.867,-0.115,0.271,-0.309,-0.534,157666623.901,0.128
norefined,10,-1.438,-7.396,-3.672,0.681,-0.876,-0.190,0.256,-0.307,-0.549,145853331.892,0.194
refined,11,-1.438,-7.396,-3.672,0.681,-0.876,-0.190,0.256,-0.307,-0.549,145853331.892,0.194
refined,12,-0.855,-5.778,-2.455,0.355,-0.110,-0.674,0.394,0.204,-0.532,96793021.025,0.148
refined,13,-1.010,-6.342,-2.831,0.215,-0.227,-0.588,0.413,0.178,-0.425,89048308.358,0.159
refined,14,-1.001,-6.238,-2.776,0.280,-0.244,-0.580,0.477,0.149,-0.488,88864187.631,0.161
refined,15,-1.007,-6.262,-2.788,0.272,-0.245,-0.578,0.479,0.148,-0.477,88859320.130,0.161
refined,16,-1.005,-6.253,-2.784,0.274,-0.245,-0.578,0.482,0.147,-0.480,88859065.510,0.161
refined,17,-1.005,-6.254,-2.784,0.274,-0.245,-0.578,0.482,0.147,-0.479,88859050.616,0.161
refined,18,-1.005,-6.253,-2.784,0.274,-0.245,-0.578,0.482,0.146,-0.479,88859049.721,0.161
refined,19,-1.005,-6.253,-2.784,0.274,-0.245,-0.578,0.482,0.146,-0.479,88859049.665,0.161
refined,20,-1.005,-6.253,-2.784,0.274,-0.245,-0.578,0.482,0.146,-0.479,88859049.662,0.161
