stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.487,"[-2.333, -0.64]",0.847,-3.505,0.001
norefined,c,-7.293,"[-11.674, -2.912]",4.381,-3.323,0.001
norefined,s,-3.923,"[-6.005, -1.841]",2.082,-3.761,0.000
norefined,k0,0.714,"[-0.237, 1.666]",0.951,1.498,0.139
norefined,k1,-0.619,"[-1.254, 0.015]",0.634,-1.949,0.056
norefined,k2,0.084,"[-0.595, 0.763]",0.679,0.246,0.806
norefined,k3,0.466,"[-0.879, 1.811]",1.345,0.691,0.492
norefined,k4,-0.313,"[-1.195, 0.57]",0.882,-0.707,0.482
norefined,k5,-0.367,"[-1.657, 0.924]",1.290,-0.567,0.573
refined,tt,-0.998,"[-1.373, -0.623]",0.375,-5.308,0.000
refined,c,-5.879,"[-8.081, -3.678]",2.201,-5.331,0.000
refined,s,-2.881,"[-3.891, -1.871]",1.010,-5.695,0.000
refined,k0,0.436,"[-0.128, 0.999]",0.563,1.544,0.127
refined,k1,0.150,"[-0.192, 0.492]",0.342,0.874,0.385
refined,k2,-0.290,"[-0.694, 0.113]",0.404,-1.435,0.156
refined,k3,0.707,"[-0.155, 1.568]",0.862,1.637,0.106
refined,k4,-0.106,"[-0.609, 0.397]",0.503,-0.420,0.675
refined,k5,-0.143,"[-0.954, 0.668]",0.811,-0.353,0.725
