stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.545,"[-0.822, -0.268]",0.277,-3.281,0.002
norefined,c,-4.973,"[-7.5, -2.446]",2.527,-3.283,0.002
norefined,s,-2.273,"[-3.445, -1.102]",1.172,-3.236,0.002
norefined,k0,-0.855,"[-1.642, -0.068]",0.787,-1.811,0.075
norefined,k1,1.207,"[0.351, 2.063]",0.856,2.351,0.022
norefined,k2,-0.655,"[-1.401, 0.091]",0.746,-1.465,0.148
norefined,k3,-0.908,"[-1.839, 0.023]",0.931,-1.627,0.108
norefined,k4,0.031,"[-0.502, 0.564]",0.533,0.098,0.923
norefined,k5,0.585,"[-0.222, 1.391]",0.806,1.209,0.231
refined,tt,-0.963,"[-1.338, -0.589]",0.375,-4.287,0.000
refined,c,-5.975,"[-8.226, -3.725]",2.251,-4.428,0.000
refined,s,-2.991,"[-4.103, -1.879]",1.112,-4.487,0.000
refined,k0,-0.627,"[-1.19, -0.064]",0.563,-1.858,0.068
refined,k1,0.180,"[-0.406, 0.766]",0.586,0.512,0.610
refined,k2,-0.189,"[-0.811, 0.433]",0.622,-0.507,0.614
refined,k3,0.285,"[-0.415, 0.985]",0.700,0.679,0.500
refined,k4,-0.062,"[-0.49, 0.366]",0.428,-0.242,0.810
refined,k5,0.058,"[-0.59, 0.706]",0.648,0.149,0.882
