stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.362,"[-0.672, -0.051]",0.311,-1.942,0.056
norefined,c,-5.153,"[-9.241, -1.064]",4.089,-2.102,0.039
norefined,s,-1.773,"[-3.342, -0.205]",1.569,-1.886,0.064
norefined,k0,-0.463,"[-1.486, 0.56]",1.023,-0.754,0.453
norefined,k1,1.169,"[-0.11, 2.447]",1.279,1.525,0.132
norefined,k2,-0.696,"[-1.813, 0.421]",1.117,-1.039,0.303
norefined,k3,-1.062,"[-2.576, 0.452]",1.514,-1.170,0.246
norefined,k4,0.267,"[-0.629, 1.163]",0.896,0.497,0.621
norefined,k5,1.199,"[0.012, 2.386]",1.187,1.685,0.097
refined,tt,-2.278,"[-4.311, -0.246]",2.033,-1.869,0.066
refined,c,-16.416,"[-30.645, -2.187]",14.229,-1.924,0.059
refined,s,-7.883,"[-14.799, -0.968]",6.915,-1.901,0.062
refined,k0,-0.127,"[-1.686, 1.431]",1.559,-0.136,0.892
refined,k1,-0.443,"[-2.661, 1.775]",2.218,-0.333,0.740
refined,k2,-0.524,"[-2.026, 0.978]",1.502,-0.582,0.562
refined,k3,1.618,"[-1.116, 4.352]",2.734,0.987,0.327
refined,k4,-0.326,"[-1.84, 1.189]",1.515,-0.359,0.721
refined,k5,4.402,"[0.354, 8.45]",4.048,1.814,0.074
