attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.289,"[-2.006, -0.572]",0.717,-3.000,0.004,10.306,ngd,43,286038821.960,0.170,-1.000,-0.289,0,0,fn
c,-6.362,"[-9.874, -2.85]",3.512,-3.022,0.004,10.306,ngd,43,286038821.960,0.170,-6.000,-0.362,0,0,fn
s,-2.920,"[-4.627, -1.214]",1.707,-2.854,0.006,10.306,ngd,43,286038821.960,0.170,-3.000,0.080,0,0,fn
k0,0.102,"[-0.912, 1.116]",1.014,0.168,0.867,10.306,ngd,43,286038821.960,0.170,0.000,0.102,0,0,fp
k1,0.927,"[-0.051, 1.904]",0.977,1.581,0.118,10.306,ngd,43,286038821.960,0.170,0.000,0.927,0,0,fp
k2,0.715,"[-0.002, 1.433]",0.717,1.663,0.101,10.306,ngd,43,286038821.960,0.170,0.000,0.715,0,0,fp
k3,0.575,"[-0.364, 1.515]",0.939,1.022,0.311,10.306,ngd,43,286038821.960,0.170,0.000,0.575,0,0,fp
k4,-0.432,"[-1.134, 0.269]",0.702,-1.028,0.308,10.306,ngd,43,286038821.960,0.170,0.000,-0.432,0,0,fp
k5,-1.211,"[-2.296, -0.126]",1.085,-1.861,0.067,10.306,ngd,43,286038821.960,0.170,0.000,-1.211,0,1,fp
vot,0.203,,,,,10.306,ngd,43,286038821.960,0.170,0.167,0.036,0,0,fn
tt,-2.501,"[-7.045, 2.044]",4.544,-0.918,0.362,9.025,lm,43,2233667468.233,0.475,-1.000,-1.501,1,0,fn
c,-6.150,"[-18.106, 5.806]",11.956,-0.858,0.394,9.025,lm,43,2233667468.233,0.475,-6.000,-0.150,1,0,fn
s,-2.108,"[-6.336, 2.121]",4.228,-0.831,0.409,9.025,lm,43,2233667468.233,0.475,-3.000,0.892,1,0,fn
k0,0.458,"[-1.998, 2.913]",2.456,0.311,0.757,9.025,lm,43,2233667468.233,0.475,0.000,0.458,0,0,fp
k1,1.071,"[-3.142, 5.283]",4.212,0.424,0.673,9.025,lm,43,2233667468.233,0.475,0.000,1.071,0,0,fp
k2,1.224,"[-1.119, 3.566]",2.342,0.871,0.387,9.025,lm,43,2233667468.233,0.475,0.000,1.224,0,0,fp
k3,0.526,"[-1.951, 3.003]",2.477,0.354,0.724,9.025,lm,43,2233667468.233,0.475,0.000,0.526,0,0,fp
k4,-0.225,"[-2.918, 2.467]",2.692,-0.139,0.890,9.025,lm,43,2233667468.233,0.475,0.000,-0.225,0,0,fp
k5,-1.063,"[-4.114, 1.987]",3.050,-0.582,0.563,9.025,lm,43,2233667468.233,0.475,0.000,-1.063,0,0,fp
vot,0.407,,,,,9.025,lm,43,2233667468.233,0.475,0.167,0.240,0,0,fn
tt,-1.089,"[-1.447, -0.731]",0.358,-5.072,0.000,19.251,ngd+lm,43,131958498.073,0.116,-1.000,-0.089,0,0,fn
c,-6.286,"[-8.331, -4.241]",2.045,-5.127,0.000,19.251,ngd+lm,43,131958498.073,0.116,-6.000,-0.286,0,0,fn
s,-3.251,"[-4.329, -2.174]",1.077,-5.033,0.000,19.251,ngd+lm,43,131958498.073,0.116,-3.000,-0.251,0,0,fn
k0,-0.018,"[-0.465, 0.429]",0.447,-0.065,0.948,19.251,ngd+lm,43,131958498.073,0.116,0.000,-0.018,0,0,fp
k1,0.433,"[0.012, 0.854]",0.421,1.717,0.091,19.251,ngd+lm,43,131958498.073,0.116,0.000,0.433,0,1,fp
k2,0.112,"[-0.228, 0.453]",0.340,0.550,0.584,19.251,ngd+lm,43,131958498.073,0.116,0.000,0.112,0,0,fp
k3,0.676,"[0.215, 1.136]",0.461,2.447,0.017,19.251,ngd+lm,43,131958498.073,0.116,0.000,0.676,0,1,fp
k4,-0.266,"[-0.629, 0.096]",0.363,-1.225,0.225,19.251,ngd+lm,43,131958498.073,0.116,0.000,-0.266,0,0,fp
k5,0.230,"[-0.237, 0.698]",0.467,0.823,0.414,19.251,ngd+lm,43,131958498.073,0.116,0.000,0.230,0,0,fp
vot,0.173,,,,,19.251,ngd+lm,43,131958498.073,0.116,0.167,0.007,0,0,fn
