attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.972,"[-1.448, -0.497]",0.476,-3.410,0.001,8.537,ngd,3,445496367.810,0.216,-1.000,0.028,0,0,fn
c,-5.486,"[-8.286, -2.685]",2.800,-3.267,0.002,8.537,ngd,3,445496367.810,0.216,-6.000,0.514,0,0,fn
s,-3.372,"[-5.139, -1.605]",1.767,-3.183,0.002,8.537,ngd,3,445496367.810,0.216,-3.000,-0.372,0,0,fn
k0,-1.326,"[-2.244, -0.409]",0.917,-2.411,0.019,8.537,ngd,3,445496367.810,0.216,0.000,-1.326,0,1,fp
k1,1.307,"[0.112, 2.502]",1.195,1.825,0.072,8.537,ngd,3,445496367.810,0.216,0.000,1.307,0,1,fp
k2,-0.824,"[-1.842, 0.194]",1.018,-1.350,0.181,8.537,ngd,3,445496367.810,0.216,0.000,-0.824,0,0,fp
k3,-0.091,"[-0.856, 0.673]",0.764,-0.200,0.842,8.537,ngd,3,445496367.810,0.216,0.000,-0.091,0,0,fp
k4,1.047,"[0.222, 1.873]",0.826,2.116,0.038,8.537,ngd,3,445496367.810,0.216,0.000,1.047,0,1,fp
k5,-1.317,"[-2.269, -0.365]",0.952,-2.308,0.024,8.537,ngd,3,445496367.810,0.216,0.000,-1.317,0,1,fp
vot,0.177,,,,,8.537,ngd,3,445496367.810,0.216,0.167,0.011,0,0,fn
tt,-0.895,"[-1.129, -0.662]",0.234,-6.393,0.000,9.000,lm,3,157791238.052,0.129,-1.000,0.105,0,0,fn
c,-5.052,"[-6.479, -3.626]",1.427,-5.907,0.000,9.000,lm,3,157791238.052,0.129,-6.000,0.948,0,0,fn
s,-2.726,"[-3.487, -1.965]",0.761,-5.971,0.000,9.000,lm,3,157791238.052,0.129,-3.000,0.274,0,0,fn
k0,-0.390,"[-0.803, 0.023]",0.413,-1.577,0.120,9.000,lm,3,157791238.052,0.129,0.000,-0.390,0,0,fp
k1,0.430,"[0.098, 0.762]",0.332,2.162,0.034,9.000,lm,3,157791238.052,0.129,0.000,0.430,0,1,fp
k2,0.149,"[-0.18, 0.479]",0.329,0.756,0.452,9.000,lm,3,157791238.052,0.129,0.000,0.149,0,0,fp
k3,-0.069,"[-0.47, 0.332]",0.401,-0.287,0.775,9.000,lm,3,157791238.052,0.129,0.000,-0.069,0,0,fp
k4,-0.021,"[-0.356, 0.315]",0.335,-0.102,0.919,9.000,lm,3,157791238.052,0.129,0.000,-0.021,0,0,fp
k5,-0.495,"[-0.867, -0.122]",0.372,-2.217,0.030,9.000,lm,3,157791238.052,0.129,0.000,-0.495,0,1,fp
vot,0.177,,,,,9.000,lm,3,157791238.052,0.129,0.167,0.011,0,0,fn
tt,-0.895,"[-1.129, -0.662]",0.234,-6.394,0.000,17.682,ngd+lm,3,157791204.992,0.129,-1.000,0.105,0,0,fn
c,-5.051,"[-6.477, -3.625]",1.426,-5.908,0.000,17.682,ngd+lm,3,157791204.992,0.129,-6.000,0.949,0,0,fn
s,-2.725,"[-3.486, -1.964]",0.761,-5.972,0.000,17.682,ngd+lm,3,157791204.992,0.129,-3.000,0.275,0,0,fn
k0,-0.390,"[-0.803, 0.022]",0.413,-1.577,0.119,17.682,ngd+lm,3,157791204.992,0.129,0.000,-0.390,0,0,fp
k1,0.430,"[0.098, 0.762]",0.332,2.162,0.034,17.682,ngd+lm,3,157791204.992,0.129,0.000,0.430,0,1,fp
k2,0.149,"[-0.18, 0.479]",0.329,0.756,0.452,17.682,ngd+lm,3,157791204.992,0.129,0.000,0.149,0,0,fp
k3,-0.069,"[-0.47, 0.332]",0.401,-0.286,0.776,17.682,ngd+lm,3,157791204.992,0.129,0.000,-0.069,0,0,fp
k4,-0.020,"[-0.355, 0.315]",0.335,-0.102,0.919,17.682,ngd+lm,3,157791204.992,0.129,0.000,-0.020,0,0,fp
k5,-0.495,"[-0.867, -0.123]",0.372,-2.218,0.030,17.682,ngd+lm,3,157791204.992,0.129,0.000,-0.495,0,1,fp
vot,0.177,,,,,17.682,ngd+lm,3,157791204.992,0.129,0.167,0.011,0,0,fn
