link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1898.4,1451.8,1119.3,1575.1,1679.2,2284.8,1280.4,2091.1,2643.7,1386.9,2119.5,2751.5,2855.9,2918.8,2981.0,2991.8,3009.1,3006.7,2998.6,2993.2
"(61, 93, '0')",0,,530.6,645.0,639.5,653.4,684.3,777.3,623.5,744.7,826.5,627.4,740.9,829.3,793.3,795.5,791.8,794.2,788.7,787.3,786.7,785.2
"(61, 51, '0')",0,,1048.6,934.2,939.7,925.8,894.9,801.9,955.8,834.6,752.7,951.8,838.3,749.9,785.9,783.7,787.5,785.1,790.6,792.0,792.5,794.0
"(57, 51, '0')",0,,692.0,666.1,465.2,580.2,583.9,919.1,402.9,693.7,1141.9,408.9,703.9,784.4,730.9,794.8,820.9,836.5,840.5,841.6,837.3,833.0
"(708, 9, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(319, 9, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(708, 738, '0')",0,,759.9,1102.2,923.7,1307.6,1415.9,1794.0,1177.5,1733.1,2089.0,1267.1,1750.1,2173.7,2248.3,2277.3,2290.7,2283.3,2266.3,2245.9,2238.7,2233.0
"(708, 733, '0')",0,,1162.8,858.6,625.0,796.1,812.2,1111.5,666.0,931.9,1353.6,651.6,925.9,1717.7,1788.9,1815.0,1846.1,1841.3,1831.1,1826.3,1814.6,1801.1
"(1556, 1731, '0')",0,,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6
"(160, 95, '0')",0,,2631.2,1730.0,1463.9,1589.9,1564.9,1922.8,1371.7,1688.8,2189.8,1393.0,1706.5,2270.5,2323.2,2430.2,2487.2,2503.5,2520.4,2497.6,2480.2,2465.2
"(2, 43, '0')",1,2642.0,2192.8,1457.5,1269.7,1520.2,1461.7,1589.8,1344.5,1508.5,1621.6,1337.9,1510.5,1341.3,1451.0,1449.7,1448.4,1450.6,1456.2,1458.2,1457.3,1457.6
"(99, 43, '0')",1,2981.0,887.5,2781.2,3322.3,2600.8,2678.0,2258.8,3053.1,2430.9,1862.9,3027.0,2430.7,1723.0,1556.6,1518.5,1502.9,1487.8,1482.2,1476.3,1473.4,1472.3
"(369, 164, '0')",1,1840.0,567.8,412.9,376.5,383.5,370.7,374.5,381.9,377.2,363.6,368.3,379.4,322.5,337.4,331.6,326.6,322.0,316.1,313.6,308.9,308.0
