stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,76.969,2.023,0.000,76,0,9,4344062832.558,383105884.071
refined,93.663,2.023,0.000,76,0,9,4344062832.558,319847937.446
