stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.262,"[-1.849, -0.674]",0.588,-4.284,0.000
norefined,c,-8.047,"[-12.147, -3.948]",4.099,-3.918,0.000
norefined,s,-3.757,"[-5.665, -1.849]",1.908,-3.930,0.000
norefined,k0,-0.136,"[-0.9, 0.627]",0.764,-0.356,0.723
norefined,k1,-0.109,"[-0.957, 0.74]",0.849,-0.255,0.799
norefined,k2,-0.596,"[-1.477, 0.285]",0.881,-1.350,0.182
norefined,k3,-0.963,"[-2.15, 0.224]",1.187,-1.619,0.110
norefined,k4,-1.368,"[-2.517, -0.219]",1.149,-2.376,0.020
norefined,k5,0.041,"[-0.714, 0.796]",0.755,0.108,0.914
refined,tt,-0.963,"[-1.327, -0.599]",0.364,-5.284,0.000
refined,c,-5.132,"[-7.193, -3.071]",2.061,-4.970,0.000
refined,s,-2.394,"[-3.327, -1.461]",0.933,-5.121,0.000
refined,k0,-0.077,"[-0.616, 0.461]",0.539,-0.286,0.776
refined,k1,-0.003,"[-0.534, 0.528]",0.531,-0.011,0.991
refined,k2,-0.121,"[-0.632, 0.39]",0.511,-0.473,0.638
refined,k3,0.112,"[-0.433, 0.656]",0.544,0.409,0.684
refined,k4,-0.279,"[-0.812, 0.253]",0.532,-1.047,0.299
refined,k5,-0.528,"[-1.063, 0.006]",0.534,-1.973,0.053
