stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,11.066,2.023,0.000,76,0,9,2437066542.440,980105416.307
refined,25.409,2.023,0.000,76,0,9,2437066542.440,552227846.292
