stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,62.627,2.023,0.000,76,0,9,2654531348.650,282021195.371
refined,102.757,2.023,0.000,76,0,9,2654531348.650,179322416.011
