stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.231,"[-2.377, -0.086]",1.146,-1.826,0.078
norefined,c,-7.435,"[-14.501, -0.37]",7.066,-1.788,0.084
norefined,s,-2.304,"[-5.007, 0.398]",2.703,-1.449,0.158
norefined,k0,-1.031,"[-2.59, 0.528]",1.559,-1.123,0.270
norefined,k1,-1.761,"[-3.285, -0.237]",1.524,-1.963,0.059
norefined,k2,0.746,"[-0.62, 2.112]",1.366,0.928,0.361
norefined,k3,0.881,"[-0.337, 2.099]",1.218,1.229,0.229
norefined,k4,0.520,"[-0.712, 1.752]",1.232,0.717,0.479
norefined,k5,-0.880,"[-1.935, 0.176]",1.055,-1.416,0.167
refined,tt,-2.194,"[-3.58, -0.809]",1.386,-2.691,0.012
refined,c,-12.557,"[-21.011, -4.103]",8.454,-2.524,0.017
refined,s,-7.887,"[-13.162, -2.611]",5.276,-2.540,0.017
refined,k0,1.278,"[-0.127, 2.682]",1.405,1.545,0.133
refined,k1,2.231,"[0.216, 4.246]",2.015,1.881,0.070
refined,k2,-1.976,"[-3.577, -0.376]",1.601,-2.098,0.045
refined,k3,0.658,"[-0.171, 1.488]",0.829,1.349,0.188
refined,k4,0.941,"[0.195, 1.686]",0.745,2.144,0.041
refined,k5,1.212,"[-0.057, 2.481]",1.269,1.623,0.115
