stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.813,1.857,0.000,38,0,9,1438653104.885,140324496.877
refined,155.490,1.857,0.000,38,0,9,1438653104.885,29207921.407
