stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.174,-7.599,-1.378,-1.366,-1.721,0.741,0.474,1.276,-1.130,1214216523.141,0.023
norefined,2,-0.653,-7.582,-1.424,-1.400,-1.745,0.673,0.455,1.170,-1.138,710481888.433,0.086
norefined,3,-1.116,-7.520,-1.501,-1.454,-1.754,0.637,0.436,1.027,-1.166,373033561.761,0.148
norefined,4,-1.560,-7.418,-1.651,-1.470,-1.759,0.643,0.471,0.893,-1.169,255008863.869,0.210
norefined,5,-1.215,-7.453,-1.876,-1.295,-1.806,0.709,0.643,0.814,-1.088,215344369.728,0.163
norefined,6,-1.660,-7.352,-2.022,-1.304,-1.793,0.690,0.674,0.676,-1.072,198269804.697,0.226
norefined,7,-1.227,-7.433,-2.121,-1.153,-1.807,0.743,0.789,0.661,-0.989,165930646.766,0.165
norefined,8,-1.680,-7.340,-2.241,-1.169,-1.769,0.704,0.794,0.528,-0.962,166705296.799,0.229
norefined,9,-1.231,-7.435,-2.304,-1.031,-1.761,0.746,0.881,0.520,-0.880,140324496.878,0.166
norefined,10,-1.689,-7.349,-2.405,-1.052,-1.701,0.693,0.859,0.398,-0.845,147017695.072,0.230
refined,11,-1.231,-7.435,-2.304,-1.031,-1.761,0.746,0.881,0.520,-0.880,140324496.878,0.166
refined,12,-0.441,-2.732,-2.173,0.593,0.723,-0.710,-0.163,-0.174,0.360,110560807.108,0.161
refined,13,-0.811,-4.725,-3.133,0.471,0.780,-0.665,0.229,0.099,0.305,41992801.686,0.172
refined,14,-1.272,-7.213,-4.499,0.525,1.066,-0.955,0.486,0.479,0.379,31458856.529,0.176
refined,15,-1.579,-8.824,-5.432,0.568,1.331,-1.192,0.714,0.691,0.612,29871598.383,0.179
refined,16,-1.705,-9.543,-5.911,0.701,1.507,-1.345,0.728,0.738,0.750,29657177.752,0.179
refined,17,-1.814,-10.196,-6.350,0.838,1.671,-1.492,0.712,0.785,0.855,29526165.076,0.178
refined,18,-1.932,-10.921,-6.827,0.980,1.847,-1.645,0.694,0.836,0.964,29406860.284,0.177
refined,19,-2.061,-11.722,-7.348,1.130,2.036,-1.810,0.675,0.889,1.085,29296723.502,0.176
refined,20,-2.194,-12.557,-7.887,1.278,2.231,-1.976,0.658,0.941,1.212,29207921.407,0.175
