stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.534,"[-3.142, 0.073]",1.608,-1.622,0.116
norefined,c,-7.194,"[-13.997, -0.392]",6.802,-1.797,0.083
norefined,s,-3.135,"[-6.154, -0.116]",3.019,-1.764,0.088
norefined,k0,0.760,"[-1.578, 3.097]",2.337,0.552,0.585
norefined,k1,-0.538,"[-1.539, 0.463]",1.001,-0.913,0.369
norefined,k2,-0.506,"[-1.834, 0.823]",1.329,-0.647,0.523
norefined,k3,0.103,"[-0.928, 1.134]",1.031,0.170,0.866
norefined,k4,-0.395,"[-3.016, 2.225]",2.620,-0.256,0.799
norefined,k5,-0.302,"[-1.491, 0.887]",1.189,-0.432,0.669
refined,tt,-1.534,"[-3.142, 0.073]",1.608,-1.622,0.116
refined,c,-7.194,"[-13.997, -0.392]",6.802,-1.797,0.083
refined,s,-3.135,"[-6.154, -0.116]",3.019,-1.764,0.088
refined,k0,0.760,"[-1.578, 3.097]",2.337,0.552,0.585
refined,k1,-0.538,"[-1.539, 0.463]",1.001,-0.913,0.369
refined,k2,-0.506,"[-1.834, 0.823]",1.329,-0.647,0.523
refined,k3,0.103,"[-0.928, 1.134]",1.031,0.170,0.866
refined,k4,-0.395,"[-3.016, 2.225]",2.620,-0.256,0.799
refined,k5,-0.302,"[-1.491, 0.887]",1.189,-0.432,0.669
