stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.815,-6.932,-2.097,0.010,-1.601,-1.207,1.264,-1.639,-1.077,302498855.264,1584,0,0,0.262
norefined,2,-1.523,-7.066,-2.240,0.138,-1.398,-1.145,1.122,-1.465,-0.958,227457713.518,1584,0,0,0.215
norefined,3,-1.364,-7.159,-2.410,0.274,-1.208,-1.076,0.897,-1.250,-0.783,167685758.067,1584,0,0,0.191
norefined,4,-1.376,-7.193,-2.598,0.422,-1.054,-0.981,0.640,-0.999,-0.609,119440952.180,1584,0,0,0.191
norefined,5,-1.279,-7.189,-2.860,0.556,-0.943,-0.878,0.386,-0.783,-0.468,87424181.268,1584,0,0,0.178
norefined,6,-1.562,-7.156,-2.981,0.662,-0.769,-0.743,0.198,-0.562,-0.365,87048433.108,1584,0,0,0.218
norefined,7,-1.084,-7.207,-3.109,0.691,-0.753,-0.705,0.184,-0.569,-0.358,81987942.953,1584,0,0,0.150
norefined,8,-1.540,-7.188,-3.050,0.727,-0.632,-0.621,0.141,-0.461,-0.321,79413000.620,1584,0,0,0.214
norefined,9,-1.062,-7.230,-3.182,0.745,-0.628,-0.585,0.137,-0.480,-0.322,77081091.602,1584,0,0,0.147
norefined,10,-1.534,-7.194,-3.135,0.760,-0.538,-0.506,0.103,-0.395,-0.302,75080286.092,1584,0,0,0.213
refined,11,-1.534,-7.194,-3.135,0.760,-0.538,-0.506,0.103,-0.395,-0.302,75080286.092,1584,0,0,0.213
refined,12,1.257,3.550,0.986,-1.492,0.533,1.142,-0.003,2.621,-0.517,5895978453.390,1584,0,0,0.354
refined,13,-7.908,-17.222,-8.803,14.036,-0.395,-10.159,3.790,-19.017,3.998,537701321.694,1584,0,0,0.459
refined,14,1.986,-6.564,-10.879,-3.330,8.582,-7.976,-8.449,5.133,8.617,1506911644.959,1584,0,0,-0.303
refined,15,-3.448,5.087,11.413,7.020,-12.855,8.432,13.292,-6.405,-13.203,7468489916.787,1584,0,0,-0.678
refined,16,47.336,-83.926,-128.640,-102.516,184.605,-105.768,-211.699,111.303,129.861,3053043761.347,1584,0,0,-0.564
refined,17,-4159.691,-2302.573,-21334.825,-5629.359,8966.434,10908.678,14063.822,25314.931,-30332.821,3317335071.154,1584,0,0,1.807
refined,18,-4175.699,-2337.498,-21338.311,-5673.138,8968.157,10868.316,14067.558,25263.850,-30372.298,3318887657.146,1584,0,0,1.786
refined,19,-4175.699,-2337.498,-21338.311,-5673.138,8968.157,10868.316,14067.558,25263.850,-30372.298,3318887657.146,1584,0,0,1.786
refined,20,-4175.699,-2337.498,-21338.311,-5673.138,8968.157,10868.316,14067.558,25263.850,-30372.298,3318887657.146,1584,0,0,1.786
