stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,77.180,1.765,0.000,0,9,2432696983.619,157239196.018,57
refined,204.516,1.765,0.000,0,9,2432696983.619,61827253.366,57
