attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.551,"[-4.943, 1.842]",3.392,-0.828,0.427,43,0.250,31938902.591,0.116,-1.000,-0.551,1,0,fn
c,-7.269,"[-20.772, 6.234]",13.503,-0.976,0.352,43,0.250,31938902.591,0.116,-6.000,-1.269,1,0,fn
s,-3.078,"[-9.356, 3.201]",6.278,-0.888,0.395,43,0.250,31938902.591,0.116,-3.000,-0.078,1,0,fn
k0,0.441,"[-5.02, 5.903]",5.461,0.146,0.886,43,0.250,31938902.591,0.116,0.000,0.441,0,0,fp
k1,-0.511,"[-3.199, 2.176]",2.687,-0.345,0.737,43,0.250,31938902.591,0.116,0.000,-0.511,0,0,fp
k2,-0.786,"[-4.675, 3.102]",3.889,-0.367,0.722,43,0.250,31938902.591,0.116,0.000,-0.786,0,0,fp
k3,0.343,"[-1.741, 2.427]",2.084,0.299,0.771,43,0.250,31938902.591,0.116,0.000,0.343,0,0,fp
k4,-0.635,"[-8.618, 7.348]",7.983,-0.144,0.888,43,0.250,31938902.591,0.116,0.000,-0.635,0,0,fp
k5,-0.532,"[-4.029, 2.965]",3.497,-0.276,0.788,43,0.250,31938902.591,0.116,0.000,-0.532,0,0,fp
vot,0.213,,,,,43,0.250,31938902.591,0.116,0.167,0.047,0,0,fn
tt,-1.534,"[-3.142, 0.073]",1.608,-1.622,0.116,43,0.500,75080286.092,0.132,-1.000,-0.534,1,0,fn
c,-7.194,"[-13.997, -0.392]",6.802,-1.797,0.083,43,0.500,75080286.092,0.132,-6.000,-1.194,0,0,fn
s,-3.135,"[-6.154, -0.116]",3.019,-1.764,0.088,43,0.500,75080286.092,0.132,-3.000,-0.135,0,0,fn
k0,0.760,"[-1.578, 3.097]",2.337,0.552,0.585,43,0.500,75080286.092,0.132,0.000,0.760,0,0,fp
k1,-0.538,"[-1.539, 0.463]",1.001,-0.913,0.369,43,0.500,75080286.092,0.132,0.000,-0.538,0,0,fp
k2,-0.506,"[-1.834, 0.823]",1.329,-0.647,0.523,43,0.500,75080286.092,0.132,0.000,-0.506,0,0,fp
k3,0.103,"[-0.928, 1.134]",1.031,0.170,0.866,43,0.500,75080286.092,0.132,0.000,0.103,0,0,fp
k4,-0.395,"[-3.016, 2.225]",2.620,-0.256,0.799,43,0.500,75080286.092,0.132,0.000,-0.395,0,0,fp
k5,-0.302,"[-1.491, 0.887]",1.189,-0.432,0.669,43,0.500,75080286.092,0.132,0.000,-0.302,0,0,fp
vot,0.213,,,,,43,0.500,75080286.092,0.132,0.167,0.047,0,0,fn
tt,-1.214,"[-1.712, -0.716]",0.498,-4.091,0.000,43,0.750,61827253.365,0.093,-1.000,-0.214,0,0,fn
c,-6.771,"[-9.212, -4.33]",2.441,-4.652,0.000,43,0.750,61827253.365,0.093,-6.000,-0.771,0,0,fn
s,-3.641,"[-5.208, -2.075]",1.567,-3.898,0.000,43,0.750,61827253.365,0.093,-3.000,-0.641,0,0,fn
k0,0.526,"[-0.512, 1.564]",1.038,0.850,0.400,43,0.750,61827253.365,0.093,0.000,0.526,0,0,fp
k1,0.016,"[-0.4, 0.432]",0.416,0.065,0.949,43,0.750,61827253.365,0.093,0.000,0.016,0,0,fp
k2,0.186,"[-0.284, 0.657]",0.470,0.665,0.509,43,0.750,61827253.365,0.093,0.000,0.186,0,0,fp
k3,0.422,"[-0.106, 0.949]",0.528,1.341,0.186,43,0.750,61827253.365,0.093,0.000,0.422,0,0,fp
k4,0.041,"[-0.887, 0.969]",0.928,0.075,0.941,43,0.750,61827253.365,0.093,0.000,0.041,0,0,fp
k5,-0.286,"[-0.838, 0.266]",0.552,-0.868,0.389,43,0.750,61827253.365,0.093,0.000,-0.286,0,0,fp
vot,0.179,,,,,43,0.750,61827253.365,0.093,0.167,0.013,0,0,fn
