stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.786,"[-1.325, -0.246]",0.540,-2.442,0.018
norefined,c,-6.792,"[-11.225, -2.358]",4.433,-2.569,0.013
norefined,s,-2.835,"[-4.747, -0.924]",1.911,-2.488,0.016
norefined,k0,-0.940,"[-1.793, -0.086]",0.854,-1.846,0.071
norefined,k1,-0.768,"[-2.042, 0.506]",1.274,-1.011,0.317
norefined,k2,0.736,"[-0.26, 1.733]",0.996,1.240,0.221
norefined,k3,1.310,"[0.018, 2.602]",1.292,1.701,0.095
norefined,k4,-1.043,"[-2.618, 0.533]",1.575,-1.110,0.272
norefined,k5,-1.462,"[-2.778, -0.146]",1.316,-1.863,0.069
refined,tt,-0.990,"[-1.39, -0.59]",0.400,-4.148,0.000
refined,c,-6.463,"[-9.062, -3.865]",2.599,-4.171,0.000
refined,s,-3.168,"[-4.491, -1.846]",1.322,-4.019,0.000
refined,k0,-0.299,"[-0.701, 0.102]",0.402,-1.249,0.218
refined,k1,0.162,"[-0.419, 0.743]",0.581,0.468,0.642
refined,k2,0.274,"[-0.316, 0.865]",0.591,0.779,0.440
refined,k3,-0.345,"[-0.824, 0.134]",0.479,-1.207,0.233
refined,k4,0.205,"[-0.519, 0.93]",0.725,0.476,0.637
refined,k5,-0.113,"[-0.506, 0.28]",0.393,-0.481,0.633
