stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.177,"[-1.814, -0.54]",0.637,-3.081,0.003
norefined,c,-7.855,"[-12.412, -3.297]",4.558,-2.874,0.005
norefined,s,-4.165,"[-6.55, -1.78]",2.385,-2.913,0.005
norefined,k0,1.110,"[0.175, 2.045]",0.935,1.981,0.052
norefined,k1,-0.136,"[-1.362, 1.09]",1.226,-0.185,0.854
norefined,k2,0.689,"[-0.451, 1.828]",1.140,1.008,0.317
norefined,k3,-1.070,"[-2.358, 0.217]",1.287,-1.387,0.170
norefined,k4,0.482,"[-0.946, 1.91]",1.428,0.563,0.575
norefined,k5,-0.807,"[-1.764, 0.149]",0.956,-1.408,0.164
refined,tt,-1.268,"[-1.696, -0.84]",0.428,-4.942,0.000
refined,c,-7.761,"[-10.539, -4.984]",2.778,-4.660,0.000
refined,s,-3.998,"[-5.388, -2.608]",1.390,-4.796,0.000
refined,k0,0.385,"[-0.268, 1.038]",0.653,0.982,0.329
refined,k1,0.099,"[-0.811, 1.009]",0.910,0.182,0.857
refined,k2,0.145,"[-0.679, 0.969]",0.824,0.294,0.770
refined,k3,-0.186,"[-1.186, 0.815]",1.000,-0.309,0.758
refined,k4,-0.109,"[-1.259, 1.042]",1.151,-0.158,0.875
refined,k5,0.167,"[-0.504, 0.839]",0.672,0.416,0.679
