stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.373,"[-2.336, -0.409]",0.964,-2.376,0.020
norefined,c,-7.962,"[-13.83, -2.094]",5.868,-2.263,0.027
norefined,s,-3.897,"[-6.834, -0.959]",2.938,-2.213,0.030
norefined,k0,0.825,"[-0.641, 2.291]",1.466,0.939,0.351
norefined,k1,-0.140,"[-1.767, 1.488]",1.628,-0.143,0.887
norefined,k2,1.007,"[-0.57, 2.583]",1.577,1.065,0.291
norefined,k3,-0.572,"[-2.456, 1.312]",1.884,-0.506,0.614
norefined,k4,0.846,"[-1.048, 2.739]",1.894,0.745,0.459
norefined,k5,-0.717,"[-2.014, 0.58]",1.297,-0.923,0.360
refined,tt,-4.281,"[-11.801, 3.24]",7.520,-0.949,0.346
refined,c,-27.575,"[-75.729, 20.578]",48.153,-0.955,0.343
refined,s,-9.416,"[-24.934, 6.101]",15.517,-1.012,0.315
refined,k0,-2.996,"[-9.205, 3.212]",6.209,-0.805,0.424
refined,k1,-2.604,"[-8.218, 3.01]",5.614,-0.774,0.442
refined,k2,3.441,"[-5.948, 12.83]",9.389,0.611,0.543
refined,k3,8.360,"[-7.602, 24.323]",15.962,0.874,0.385
refined,k4,-7.990,"[-24.383, 8.402]",16.393,-0.813,0.419
refined,k5,0.922,"[-1.487, 3.331]",2.409,0.638,0.526
