stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,87.969,2.023,0.000,76,0,9,2939946791.261,229383785.304
refined,168.034,2.023,0.000,76,0,9,2939946791.261,124723320.831
