stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.415,"[-2.115, -0.715]",0.700,-4.033,0.000
norefined,c,-6.301,"[-9.371, -3.231]",3.070,-4.097,0.000
norefined,s,-3.747,"[-5.372, -2.123]",1.624,-4.605,0.000
norefined,k0,-0.780,"[-1.894, 0.334]",1.114,-1.397,0.167
norefined,k1,0.697,"[0.019, 1.374]",0.677,2.052,0.044
norefined,k2,-0.350,"[-1.258, 0.558]",0.908,-0.770,0.444
norefined,k3,-0.358,"[-1.459, 0.742]",1.101,-0.650,0.518
norefined,k4,-0.075,"[-1.636, 1.486]",1.561,-0.096,0.924
norefined,k5,0.135,"[-1.073, 1.343]",1.208,0.223,0.824
refined,tt,-1.215,"[-1.61, -0.819]",0.396,-6.127,0.000
refined,c,-6.634,"[-8.652, -4.615]",2.019,-6.559,0.000
refined,s,-3.445,"[-4.407, -2.482]",0.962,-7.144,0.000
refined,k0,-0.298,"[-0.991, 0.394]",0.693,-0.860,0.393
refined,k1,0.162,"[-0.258, 0.582]",0.420,0.771,0.444
refined,k2,-0.070,"[-0.694, 0.554]",0.624,-0.224,0.824
refined,k3,0.656,"[-0.067, 1.379]",0.723,1.810,0.075
refined,k4,0.221,"[-0.784, 1.226]",1.005,0.439,0.662
refined,k5,-0.757,"[-1.584, 0.07]",0.827,-1.827,0.072
