stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.308,"[-2.004, -0.611]",0.696,-3.748,0.000
norefined,c,-6.287,"[-9.482, -3.092]",3.195,-3.927,0.000
norefined,s,-3.773,"[-5.462, -2.084]",1.689,-4.459,0.000
norefined,k0,-0.627,"[-1.635, 0.38]",1.008,-1.243,0.218
norefined,k1,0.554,"[-0.055, 1.163]",0.609,1.816,0.074
norefined,k2,-0.418,"[-1.304, 0.467]",0.885,-0.943,0.349
norefined,k3,-0.282,"[-1.369, 0.804]",1.086,-0.519,0.606
norefined,k4,-0.091,"[-1.593, 1.411]",1.502,-0.121,0.904
norefined,k5,0.311,"[-0.917, 1.538]",1.227,0.505,0.615
refined,tt,-1.055,"[-1.423, -0.687]",0.368,-5.719,0.000
refined,c,-6.371,"[-8.428, -4.314]",2.057,-6.183,0.000
refined,s,-3.202,"[-4.113, -2.292]",0.910,-7.021,0.000
refined,k0,0.040,"[-0.565, 0.645]",0.605,0.132,0.895
refined,k1,-0.065,"[-0.471, 0.34]",0.406,-0.322,0.749
refined,k2,-0.207,"[-0.772, 0.357]",0.564,-0.733,0.466
refined,k3,0.247,"[-0.377, 0.872]",0.624,0.791,0.432
refined,k4,0.155,"[-0.75, 1.06]",0.905,0.342,0.734
refined,k5,-0.164,"[-0.924, 0.597]",0.760,-0.430,0.669
