stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.860,-5.697,-3.371,-1.272,1.126,-0.712,-0.732,0.268,0.454,1330378761.006,0.502
norefined,2,-2.459,-5.782,-3.588,-1.274,1.027,-0.774,-0.718,0.167,0.348,1004481749.288,0.425
norefined,3,-2.017,-5.850,-3.789,-1.267,0.966,-0.807,-0.678,0.119,0.319,693526920.059,0.345
norefined,4,-1.539,-5.935,-3.891,-1.248,0.955,-0.829,-0.704,0.118,0.277,308471779.093,0.259
norefined,5,-1.059,-6.047,-3.927,-1.202,0.945,-0.800,-0.694,0.098,0.224,233615681.200,0.175
norefined,6,-1.411,-6.128,-3.809,-1.016,0.853,-0.614,-0.544,0.023,0.233,210863346.159,0.230
norefined,7,-0.940,-6.246,-3.829,-0.944,0.817,-0.563,-0.490,0.001,0.195,205091534.262,0.150
norefined,8,-1.415,-6.230,-3.765,-0.879,0.769,-0.464,-0.441,-0.034,0.184,188791193.116,0.227
norefined,9,-0.934,-6.325,-3.809,-0.830,0.737,-0.439,-0.397,-0.047,0.145,186670816.337,0.148
norefined,10,-1.415,-6.301,-3.747,-0.780,0.697,-0.350,-0.358,-0.075,0.135,174030433.132,0.225
refined,11,-1.415,-6.301,-3.747,-0.780,0.697,-0.350,-0.358,-0.075,0.135,174030433.132,0.225
refined,12,-1.350,-7.074,-3.477,-0.084,0.192,-0.388,1.080,1.019,-1.172,93302205.962,0.191
refined,13,-1.114,-6.175,-3.255,-0.351,0.187,0.014,0.526,0.032,-0.563,87228028.204,0.180
refined,14,-1.238,-6.735,-3.490,-0.282,0.159,-0.093,0.691,0.264,-0.811,86504847.487,0.184
refined,15,-1.204,-6.589,-3.424,-0.302,0.162,-0.061,0.641,0.204,-0.736,86468859.950,0.183
refined,16,-1.218,-6.647,-3.451,-0.297,0.162,-0.073,0.661,0.227,-0.764,86463322.900,0.183
refined,17,-1.213,-6.628,-3.442,-0.299,0.162,-0.069,0.654,0.219,-0.754,86462668.541,0.183
refined,18,-1.215,-6.635,-3.445,-0.298,0.162,-0.070,0.656,0.222,-0.758,86462582.194,0.183
refined,19,-1.214,-6.633,-3.444,-0.299,0.162,-0.070,0.656,0.221,-0.757,86462571.208,0.183
refined,20,-1.215,-6.634,-3.445,-0.298,0.162,-0.070,0.656,0.221,-0.757,86462569.791,0.183
