stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.541,"[-2.542, -0.54]",1.001,-3.072,0.003
norefined,c,-6.802,"[-11.516, -2.089]",4.714,-2.880,0.005
norefined,s,-4.509,"[-7.119, -1.9]",2.610,-3.449,0.001
norefined,k0,-1.245,"[-2.62, 0.13]",1.375,-1.807,0.075
norefined,k1,0.465,"[-0.725, 1.654]",1.189,0.780,0.438
norefined,k2,0.791,"[-0.023, 1.605]",0.814,1.939,0.057
norefined,k3,-1.158,"[-2.192, -0.123]",1.034,-2.234,0.029
norefined,k4,-0.639,"[-2.497, 1.219]",1.858,-0.686,0.495
norefined,k5,0.186,"[-1.446, 1.818]",1.632,0.228,0.820
refined,tt,-1.403,"[-2.154, -0.653]",0.750,-3.733,0.000
refined,c,-8.028,"[-12.256, -3.8]",4.228,-3.790,0.000
refined,s,-4.224,"[-6.279, -2.169]",2.055,-4.104,0.000
refined,k0,-0.148,"[-0.869, 0.574]",0.721,-0.409,0.684
refined,k1,0.497,"[-0.408, 1.402]",0.905,1.097,0.277
refined,k2,-0.285,"[-0.985, 0.415]",0.700,-0.812,0.420
refined,k3,-0.474,"[-1.028, 0.081]",0.555,-1.704,0.093
refined,k4,-0.406,"[-1.522, 0.71]",1.116,-0.727,0.470
refined,k5,0.409,"[-0.724, 1.541]",1.132,0.720,0.474
