stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,74.196,2.023,0.000,0,9,2688539326.793,245156289.913,76
refined,223.672,2.023,0.000,0,9,2688539326.793,86600003.913,76
