stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.137,"[-2.119, -0.156]",0.982,-2.312,0.024
norefined,c,-6.929,"[-12.664, -1.194]",5.735,-2.412,0.019
norefined,s,-4.465,"[-7.708, -1.222]",3.243,-2.748,0.008
norefined,k0,-1.251,"[-2.66, 0.158]",1.409,-1.772,0.081
norefined,k1,0.366,"[-0.789, 1.52]",1.154,0.632,0.529
norefined,k2,0.718,"[-0.128, 1.565]",0.846,1.695,0.095
norefined,k3,-1.088,"[-2.314, 0.137]",1.225,-1.773,0.081
norefined,k4,-0.594,"[-2.871, 1.684]",2.277,-0.520,0.605
norefined,k5,0.180,"[-1.846, 2.205]",2.025,0.177,0.860
refined,tt,-1.061,"[-1.518, -0.605]",0.456,-4.640,0.000
refined,c,-6.057,"[-8.474, -3.639]",2.418,-5.001,0.000
refined,s,-2.972,"[-4.101, -1.843]",1.129,-5.255,0.000
refined,k0,0.110,"[-0.5, 0.721]",0.611,0.361,0.719
refined,k1,0.294,"[-0.412, 1.0]",0.706,0.831,0.409
refined,k2,-0.436,"[-1.05, 0.178]",0.614,-1.418,0.161
refined,k3,-0.152,"[-0.603, 0.299]",0.451,-0.673,0.504
refined,k4,0.260,"[-0.602, 1.122]",0.862,0.602,0.549
refined,k5,-0.101,"[-0.871, 0.668]",0.769,-0.263,0.793
