stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.827,"[-2.335, 0.68]",1.508,-0.994,0.343
norefined,c,-7.381,"[-17.367, 2.606]",9.986,-1.340,0.210
norefined,s,-2.758,"[-7.033, 1.517]",4.275,-1.169,0.269
norefined,k0,0.241,"[-1.857, 2.338]",2.098,0.208,0.839
norefined,k1,-0.875,"[-4.566, 2.817]",3.692,-0.429,0.677
norefined,k2,0.509,"[-3.161, 4.18]",3.670,0.252,0.807
norefined,k3,-0.859,"[-3.561, 1.843]",2.702,-0.576,0.577
norefined,k4,1.035,"[-1.856, 3.927]",2.891,0.649,0.531
norefined,k5,0.304,"[-3.154, 3.762]",3.458,0.159,0.877
refined,tt,-0.922,"[-1.839, -0.005]",0.917,-1.821,0.099
refined,c,-5.672,"[-9.654, -1.691]",3.981,-2.582,0.027
refined,s,-2.784,"[-5.034, -0.534]",2.250,-2.243,0.049
refined,k0,0.042,"[-1.186, 1.27]",1.228,0.061,0.952
refined,k1,-1.210,"[-2.435, 0.015]",1.225,-1.790,0.104
refined,k2,0.813,"[-0.233, 1.859]",1.046,1.409,0.189
refined,k3,-0.923,"[-1.954, 0.109]",1.032,-1.621,0.136
refined,k4,0.422,"[-0.696, 1.541]",1.118,0.685,0.509
refined,k5,0.755,"[-0.567, 2.077]",1.322,1.035,0.325
