stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,34.324,2.347,0.000,0,9,826351493.096,25911230.833,19
refined,120.023,2.347,0.000,0,9,826351493.096,7579786.957,19
