stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,21.918,2.023,0.000,76,0,9,2724401784.262,690737197.388
refined,204.834,2.023,0.000,76,0,9,2724401784.262,95542820.793
