stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.616,"[-1.225, -0.007]",0.609,-2.018,0.048
norefined,c,-4.584,"[-8.606, -0.562]",4.022,-2.275,0.026
norefined,s,-3.210,"[-6.034, -0.386]",2.824,-2.269,0.027
norefined,k0,0.734,"[-0.324, 1.793]",1.058,1.384,0.171
norefined,k1,-0.490,"[-1.341, 0.361]",0.851,-1.148,0.255
norefined,k2,1.269,"[-0.017, 2.554]",1.285,1.970,0.053
norefined,k3,-2.116,"[-4.356, 0.123]",2.239,-1.886,0.064
norefined,k4,0.889,"[-0.585, 2.364]",1.475,1.204,0.233
norefined,k5,1.139,"[-0.404, 2.682]",1.543,1.474,0.145
refined,tt,-0.858,"[-1.098, -0.619]",0.239,-7.159,0.000
refined,c,-5.308,"[-6.729, -3.888]",1.420,-7.460,0.000
refined,s,-2.332,"[-3.009, -1.655]",0.677,-6.873,0.000
refined,k0,-0.227,"[-0.588, 0.135]",0.361,-1.253,0.215
refined,k1,-0.065,"[-0.357, 0.227]",0.292,-0.446,0.657
refined,k2,0.149,"[-0.174, 0.472]",0.323,0.920,0.361
refined,k3,-0.211,"[-0.615, 0.193]",0.404,-1.044,0.300
refined,k4,0.352,"[-0.078, 0.782]",0.430,1.636,0.107
refined,k5,-0.001,"[-0.442, 0.44]",0.441,-0.005,0.996
