stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.561,"[-1.045, -0.077]",0.484,-2.314,0.024
norefined,c,-4.528,"[-8.014, -1.041]",3.487,-2.592,0.012
norefined,s,-3.263,"[-5.758, -0.769]",2.494,-2.611,0.011
norefined,k0,0.766,"[-0.268, 1.799]",1.033,1.479,0.144
norefined,k1,-0.401,"[-1.265, 0.462]",0.863,-0.928,0.357
norefined,k2,1.320,"[0.197, 2.442]",1.123,2.346,0.022
norefined,k3,-2.057,"[-3.897, -0.218]",1.839,-2.233,0.029
norefined,k4,0.944,"[-0.48, 2.368]",1.424,1.323,0.190
norefined,k5,1.208,"[-0.296, 2.711]",1.504,1.603,0.114
refined,tt,-0.856,"[-1.092, -0.621]",0.236,-7.248,0.000
refined,c,-5.447,"[-6.968, -3.927]",1.521,-7.150,0.000
refined,s,-2.720,"[-3.486, -1.955]",0.766,-7.091,0.000
refined,k0,0.102,"[-0.27, 0.475]",0.372,0.549,0.585
refined,k1,-0.049,"[-0.37, 0.271]",0.320,-0.308,0.759
refined,k2,0.196,"[-0.134, 0.527]",0.330,1.188,0.239
refined,k3,-0.073,"[-0.469, 0.322]",0.395,-0.371,0.712
refined,k4,0.173,"[-0.279, 0.625]",0.452,0.766,0.447
refined,k5,0.150,"[-0.315, 0.615]",0.465,0.644,0.522
