stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.825,-5.630,-1.595,-0.606,1.518,0.501,-0.852,0.056,-0.864,8778585201.200,-0.146
norefined,2,0.351,-5.667,-1.670,-0.640,1.444,0.441,-0.909,-0.008,-0.900,4145993329.339,-0.062
norefined,3,-0.137,-5.694,-1.695,-0.668,1.377,0.405,-0.950,-0.049,-0.914,1197152503.070,0.024
norefined,4,-0.630,-5.693,-1.710,-0.672,1.316,0.383,-0.978,-0.073,-0.885,584555698.700,0.111
norefined,5,-1.061,-5.649,-1.834,-0.640,1.187,0.386,-0.982,-0.036,-0.718,736134806.090,0.188
norefined,6,-0.588,-5.700,-1.964,-0.663,1.125,0.384,-0.974,-0.011,-0.677,543611462.348,0.103
norefined,7,-1.078,-5.661,-1.958,-0.625,1.081,0.386,-0.982,-0.010,-0.604,679432837.689,0.190
norefined,8,-0.602,-5.713,-2.081,-0.649,1.023,0.385,-0.973,0.013,-0.568,508896197.420,0.105
norefined,9,-1.093,-5.673,-2.062,-0.610,0.990,0.389,-0.979,0.012,-0.505,638131935.261,0.193
norefined,10,-0.615,-5.725,-2.179,-0.635,0.936,0.389,-0.970,0.032,-0.477,482091678.935,0.107
refined,11,-0.615,-5.725,-2.179,-0.635,0.936,0.389,-0.970,0.032,-0.477,482091678.935,0.107
refined,12,-0.802,-4.462,-2.539,0.393,-0.082,0.127,0.256,0.248,0.124,280583962.066,0.180
refined,13,-0.701,-4.617,-2.357,0.082,0.221,0.531,-0.167,-0.152,0.233,230360515.494,0.152
refined,14,-0.813,-5.261,-2.688,0.245,0.165,0.545,-0.100,-0.067,0.119,227464136.441,0.155
refined,15,-0.851,-5.538,-2.778,0.218,0.153,0.515,-0.107,-0.068,0.109,226842866.461,0.154
refined,16,-0.881,-5.728,-2.853,0.216,0.145,0.488,-0.109,-0.048,0.099,226654578.340,0.154
refined,17,-0.895,-5.823,-2.887,0.206,0.139,0.475,-0.114,-0.043,0.097,226600382.876,0.154
refined,18,-0.904,-5.878,-2.908,0.203,0.137,0.467,-0.116,-0.038,0.096,226585734.894,0.154
refined,19,-0.908,-5.905,-2.918,0.200,0.135,0.463,-0.118,-0.037,0.096,226581918.095,0.154
refined,20,-0.910,-5.919,-2.923,0.199,0.134,0.461,-0.118,-0.036,0.095,226580944.539,0.154
