stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.615,"[-1.107, -0.122]",0.492,-2.492,0.015
norefined,c,-5.725,"[-9.82, -1.631]",4.094,-2.791,0.007
norefined,s,-2.179,"[-3.714, -0.645]",1.535,-2.835,0.006
norefined,k0,-0.635,"[-1.84, 0.569]",1.205,-1.053,0.296
norefined,k1,0.936,"[-0.411, 2.282]",1.346,1.387,0.170
norefined,k2,0.389,"[-1.151, 1.928]",1.540,0.504,0.616
norefined,k3,-0.970,"[-2.417, 0.476]",1.446,-1.339,0.185
norefined,k4,0.032,"[-1.128, 1.192]",1.160,0.055,0.956
norefined,k5,-0.477,"[-1.617, 0.663]",1.140,-0.835,0.407
refined,tt,-0.910,"[-1.356, -0.464]",0.446,-4.070,0.000
refined,c,-5.919,"[-8.891, -2.947]",2.972,-3.975,0.000
refined,s,-2.923,"[-4.241, -1.605]",1.318,-4.427,0.000
refined,k0,0.199,"[-0.727, 1.125]",0.926,0.430,0.669
refined,k1,0.134,"[-0.563, 0.831]",0.697,0.385,0.702
refined,k2,0.461,"[-0.738, 1.66]",1.199,0.768,0.445
refined,k3,-0.118,"[-1.074, 0.838]",0.956,-0.246,0.806
refined,k4,-0.036,"[-0.849, 0.778]",0.813,-0.087,0.931
refined,k5,0.095,"[-0.724, 0.915]",0.820,0.232,0.817
