attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.179,"[-1.544, -0.814]",0.365,-5.382,0.000,58.743,ngd,54,191257388.799,0.146,-1.000,-0.179,0,0,fn
c,-5.707,"[-7.536, -3.879]",1.829,-5.199,0.000,58.743,ngd,54,191257388.799,0.146,-6.000,0.293,0,0,fn
s,-3.755,"[-4.888, -2.623]",1.133,-5.523,0.000,58.743,ngd,54,191257388.799,0.146,-3.000,-0.755,0,0,fn
vot,0.207,,,,,58.743,ngd,54,191257388.799,0.146,0.167,0.040,0,0,fn
tt,-0.834,"[-1.077, -0.591]",0.243,-5.714,0.000,48.632,lm,54,182850164.370,0.143,-1.000,0.166,0,0,fn
c,-5.562,"[-7.218, -3.906]",1.656,-5.596,0.000,48.632,lm,54,182850164.370,0.143,-6.000,0.438,0,0,fn
s,-3.350,"[-4.288, -2.413]",0.937,-5.954,0.000,48.632,lm,54,182850164.370,0.143,-3.000,-0.350,0,0,fn
vot,0.150,,,,,48.632,lm,54,182850164.370,0.143,0.167,-0.017,0,0,fn
tt,-0.847,"[-1.094, -0.6]",0.247,-5.704,0.000,114.464,ngd+lm,54,182696246.646,0.143,-1.000,0.153,0,0,fn
c,-5.481,"[-7.119, -3.842]",1.638,-5.573,0.000,114.464,ngd+lm,54,182696246.646,0.143,-6.000,0.519,0,0,fn
s,-3.324,"[-4.258, -2.39]",0.934,-5.929,0.000,114.464,ngd+lm,54,182696246.646,0.143,-3.000,-0.324,0,0,fn
vot,0.155,,,,,114.464,ngd+lm,54,182696246.646,0.143,0.167,-0.012,0,0,fn
