stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.820,"[-1.883, 0.242]",1.063,-1.288,0.202
norefined,c,-5.971,"[-11.815, -0.128]",5.843,-1.705,0.093
norefined,s,-3.751,"[-7.453, -0.049]",3.702,-1.690,0.096
norefined,k0,0.997,"[-0.35, 2.343]",1.346,1.235,0.221
norefined,k1,0.337,"[-1.148, 1.823]",1.485,0.379,0.706
norefined,k2,0.787,"[-0.907, 2.48]",1.694,0.775,0.441
norefined,k3,-1.472,"[-3.341, 0.397]",1.869,-1.314,0.193
norefined,k4,0.314,"[-0.649, 1.276]",0.962,0.543,0.589
norefined,k5,0.373,"[-0.699, 1.444]",1.071,0.580,0.564
refined,tt,-1.220,"[-2.322, -0.118]",1.102,-1.847,0.069
refined,c,-6.908,"[-12.778, -1.038]",5.870,-1.963,0.054
refined,s,-3.265,"[-6.071, -0.46]",2.806,-1.941,0.056
refined,k0,1.268,"[-0.225, 2.762]",1.493,1.416,0.161
refined,k1,-0.596,"[-1.768, 0.576]",1.172,-0.848,0.399
refined,k2,-0.749,"[-1.881, 0.383]",1.132,-1.103,0.274
refined,k3,0.521,"[-0.483, 1.525]",1.004,0.865,0.390
refined,k4,0.250,"[-0.597, 1.098]",0.848,0.492,0.624
refined,k5,-0.026,"[-0.83, 0.777]",0.803,-0.054,0.957
