stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,58.446,1.727,0.000,76,0,9,2501608708.822,282639099.983
refined,95.719,1.727,0.000,76,0,9,2501608708.822,180521057.762
