stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.068,"[-1.733, -0.403]",0.665,-3.206,0.002
norefined,c,-7.952,"[-12.607, -3.296]",4.656,-3.409,0.001
norefined,s,-3.492,"[-5.786, -1.198]",2.294,-3.039,0.003
norefined,k0,-0.300,"[-1.302, 0.703]",1.003,-0.597,0.553
norefined,k1,0.435,"[-0.2, 1.07]",0.635,1.367,0.176
norefined,k2,0.404,"[-0.483, 1.291]",0.887,0.908,0.367
norefined,k3,0.173,"[-0.55, 0.896]",0.723,0.477,0.635
norefined,k4,1.002,"[-0.212, 2.216]",1.214,1.648,0.104
norefined,k5,0.298,"[-0.486, 1.082]",0.784,0.758,0.451
refined,tt,-1.203,"[-1.747, -0.659]",0.544,-4.412,0.000
refined,c,-7.084,"[-10.269, -3.899]",3.185,-4.440,0.000
refined,s,-3.251,"[-4.784, -1.718]",1.533,-4.232,0.000
refined,k0,-0.230,"[-1.01, 0.551]",0.781,-0.587,0.559
refined,k1,0.086,"[-0.353, 0.525]",0.439,0.393,0.696
refined,k2,0.079,"[-0.57, 0.727]",0.648,0.242,0.810
refined,k3,-0.090,"[-0.691, 0.511]",0.601,-0.298,0.767
refined,k4,-0.021,"[-0.893, 0.851]",0.872,-0.048,0.962
refined,k5,0.022,"[-0.491, 0.535]",0.513,0.085,0.933
