stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,97.011,2.023,0.000,0,9,2777748670.675,197968336.911,76
refined,240.606,2.023,0.000,0,9,2777748670.675,83365440.046,76
