attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-2.069,"[-3.363, -0.775]",1.294,-2.666,0.010,51,0.150,191497956.528,0.145,-1.000,-1.069,0,0,fn
c,-12.818,"[-21.224, -4.412]",8.406,-2.543,0.013,51,0.150,191497956.528,0.145,-6.000,-6.818,0,0,fn
s,-6.683,"[-11.125, -2.241]",4.442,-2.509,0.015,51,0.150,191497956.528,0.145,-3.000,-3.683,0,0,fn
k0,-1.129,"[-2.554, 0.295]",1.425,-1.322,0.191,51,0.150,191497956.528,0.145,0.000,-1.129,0,0,fp
k1,-0.130,"[-1.11, 0.849]",0.979,-0.222,0.825,51,0.150,191497956.528,0.145,0.000,-0.130,0,0,fp
k2,2.383,"[0.188, 4.578]",2.195,1.810,0.075,51,0.150,191497956.528,0.145,0.000,2.383,0,1,fp
k3,-0.081,"[-1.027, 0.865]",0.946,-0.143,0.887,51,0.150,191497956.528,0.145,0.000,-0.081,0,0,fp
k4,0.213,"[-1.218, 1.644]",1.431,0.249,0.804,51,0.150,191497956.528,0.145,0.000,0.213,0,0,fp
k5,-0.306,"[-1.481, 0.868]",1.174,-0.435,0.665,51,0.150,191497956.528,0.145,0.000,-0.306,0,0,fp
vot,0.161,,,,,51,0.150,191497956.528,0.145,0.167,-0.005,0,0,fn
tt,-0.702,"[-1.0, -0.405]",0.298,-3.936,0.000,51,0.200,318998933.924,0.185,-1.000,0.298,0,0,fn
c,-4.102,"[-5.807, -2.397]",1.705,-4.013,0.000,51,0.200,318998933.924,0.185,-6.000,1.898,0,0,fn
s,-2.080,"[-2.802, -1.358]",0.722,-4.808,0.000,51,0.200,318998933.924,0.185,-3.000,0.920,0,0,fn
k0,0.506,"[-0.238, 1.251]",0.745,1.134,0.261,51,0.200,318998933.924,0.185,0.000,0.506,0,0,fp
k1,0.334,"[-0.361, 1.028]",0.695,0.801,0.426,51,0.200,318998933.924,0.185,0.000,0.334,0,0,fp
k2,-0.639,"[-1.625, 0.347]",0.986,-1.081,0.284,51,0.200,318998933.924,0.185,0.000,-0.639,0,0,fp
k3,-0.224,"[-0.865, 0.417]",0.641,-0.583,0.562,51,0.200,318998933.924,0.185,0.000,-0.224,0,0,fp
k4,0.057,"[-0.635, 0.748]",0.691,0.137,0.892,51,0.200,318998933.924,0.185,0.000,0.057,0,0,fp
k5,-0.121,"[-0.936, 0.694]",0.815,-0.248,0.805,51,0.200,318998933.924,0.185,0.000,-0.121,0,0,fp
vot,0.171,,,,,51,0.200,318998933.924,0.185,0.167,0.004,0,0,fn
tt,-2.313,"[-5.372, 0.746]",3.059,-1.261,0.212,51,0.250,533300411.136,0.250,-1.000,-1.313,1,0,fn
c,-14.140,"[-34.028, 5.747]",19.887,-1.186,0.240,51,0.250,533300411.136,0.250,-6.000,-8.140,1,0,fn
s,-6.245,"[-14.711, 2.222]",8.467,-1.230,0.223,51,0.250,533300411.136,0.250,-3.000,-3.245,1,0,fn
k0,1.319,"[-1.579, 4.217]",2.898,0.759,0.450,51,0.250,533300411.136,0.250,0.000,1.319,0,0,fp
k1,-0.437,"[-2.525, 1.651]",2.088,-0.349,0.728,51,0.250,533300411.136,0.250,0.000,-0.437,0,0,fp
k2,-1.870,"[-5.013, 1.273]",3.143,-0.992,0.325,51,0.250,533300411.136,0.250,0.000,-1.870,0,0,fp
k3,-2.386,"[-5.652, 0.88]",3.266,-1.219,0.227,51,0.250,533300411.136,0.250,0.000,-2.386,0,0,fp
k4,0.982,"[-3.26, 5.224]",4.242,0.386,0.701,51,0.250,533300411.136,0.250,0.000,0.982,0,0,fp
k5,1.941,"[-1.279, 5.161]",3.220,1.006,0.318,51,0.250,533300411.136,0.250,0.000,1.941,0,0,fp
vot,0.164,,,,,51,0.250,533300411.136,0.250,0.167,-0.003,0,0,fn
