stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,67.430,1.727,0.000,0,9,2888074298.055,287149411.143,76
refined,104.829,1.727,0.000,0,9,2888074298.055,191497956.528,76
