stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.152,"[-1.897, -0.406]",0.746,-3.083,0.003
norefined,c,-5.096,"[-8.658, -1.533]",3.562,-2.855,0.006
norefined,s,-3.730,"[-6.236, -1.223]",2.507,-2.970,0.004
norefined,k0,-0.278,"[-1.316, 0.761]",1.038,-0.534,0.595
norefined,k1,-0.006,"[-1.704, 1.692]",1.698,-0.007,0.994
norefined,k2,-0.716,"[-1.706, 0.274]",0.990,-1.444,0.153
norefined,k3,1.058,"[-0.031, 2.147]",1.089,1.939,0.057
norefined,k4,0.584,"[-1.149, 2.317]",1.733,0.673,0.503
norefined,k5,-1.693,"[-4.041, 0.655]",2.348,-1.439,0.155
refined,tt,-0.429,"[-0.631, -0.227]",0.202,-4.247,0.000
refined,c,-2.479,"[-3.708, -1.25]",1.229,-4.026,0.000
refined,s,-1.516,"[-2.16, -0.871]",0.644,-4.695,0.000
refined,k0,0.395,"[-0.091, 0.881]",0.486,1.622,0.109
refined,k1,0.432,"[-0.285, 1.149]",0.717,1.202,0.234
refined,k2,-0.113,"[-0.567, 0.341]",0.454,-0.496,0.621
refined,k3,0.576,"[0.054, 1.098]",0.522,2.204,0.031
refined,k4,-0.612,"[-1.327, 0.103]",0.715,-1.708,0.092
refined,k5,-0.145,"[-0.774, 0.485]",0.630,-0.459,0.648
