stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.887,"[-1.341, -0.434]",0.454,-3.323,0.002
norefined,c,-7.031,"[-10.83, -3.232]",3.799,-3.145,0.004
norefined,s,-2.861,"[-4.284, -1.439]",1.422,-3.418,0.002
norefined,k0,-0.878,"[-1.928, 0.173]",1.051,-1.419,0.166
norefined,k1,-0.297,"[-0.931, 0.336]",0.634,-0.797,0.432
norefined,k2,0.088,"[-0.492, 0.668]",0.580,0.258,0.798
norefined,k3,0.791,"[0.031, 1.552]",0.761,1.768,0.088
norefined,k4,0.238,"[-0.382, 0.857]",0.620,0.652,0.520
norefined,k5,-0.708,"[-1.523, 0.106]",0.815,-1.478,0.150
refined,tt,-1.166,"[-1.606, -0.726]",0.440,-4.504,0.000
refined,c,-7.271,"[-10.212, -4.33]",2.941,-4.201,0.000
refined,s,-3.027,"[-4.125, -1.929]",1.098,-4.684,0.000
refined,k0,-0.882,"[-1.762, -0.002]",0.880,-1.704,0.099
refined,k1,0.034,"[-0.427, 0.495]",0.461,0.125,0.902
refined,k2,0.299,"[-0.203, 0.8]",0.501,1.012,0.320
refined,k3,0.574,"[-0.074, 1.221]",0.647,1.506,0.143
refined,k4,-0.005,"[-0.503, 0.492]",0.498,-0.018,0.985
refined,k5,-0.359,"[-0.922, 0.205]",0.563,-1.082,0.288
