stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.299,2.023,0.000,76,0,9,2328162816.761,290104171.025
refined,73.916,2.023,0.000,76,0,9,2328162816.761,213025661.830
