stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.359,"[-2.176, -0.542]",0.817,-3.321,0.001
norefined,c,-5.869,"[-9.358, -2.38]",3.489,-3.358,0.001
norefined,s,-2.720,"[-4.368, -1.072]",1.648,-3.295,0.002
norefined,k0,-0.602,"[-1.273, 0.069]",0.671,-1.790,0.078
norefined,k1,-0.628,"[-1.383, 0.127]",0.755,-1.661,0.101
norefined,k2,0.397,"[-0.36, 1.153]",0.757,1.046,0.299
norefined,k3,0.094,"[-0.602, 0.791]",0.697,0.270,0.788
norefined,k4,-0.200,"[-0.967, 0.568]",0.767,-0.520,0.605
norefined,k5,0.707,"[-0.279, 1.692]",0.985,1.432,0.157
refined,tt,-1.201,"[-1.794, -0.608]",0.593,-4.045,0.000
refined,c,-6.411,"[-9.584, -3.237]",3.174,-4.032,0.000
refined,s,-3.135,"[-4.692, -1.577]",1.557,-4.018,0.000
refined,k0,-0.001,"[-0.505, 0.503]",0.504,-0.005,0.996
refined,k1,-0.190,"[-0.803, 0.423]",0.613,-0.619,0.538
refined,k2,-0.010,"[-0.699, 0.68]",0.689,-0.028,0.978
refined,k3,0.395,"[-0.291, 1.08]",0.686,1.149,0.254
refined,k4,-0.358,"[-1.084, 0.369]",0.726,-0.983,0.329
refined,k5,-0.400,"[-1.283, 0.483]",0.883,-0.905,0.369
