stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.746,"[-1.747, 0.256]",1.001,-1.486,0.142
norefined,c,-5.843,"[-13.531, 1.845]",7.688,-1.517,0.134
norefined,s,-2.779,"[-6.367, 0.808]",3.588,-1.546,0.127
norefined,k0,-0.396,"[-1.668, 0.875]",1.271,-0.622,0.536
norefined,k1,-0.341,"[-1.792, 1.11]",1.451,-0.469,0.641
norefined,k2,0.462,"[-1.086, 2.011]",1.549,0.596,0.553
norefined,k3,-0.168,"[-1.553, 1.218]",1.385,-0.242,0.810
norefined,k4,0.304,"[-1.247, 1.855]",1.551,0.391,0.697
norefined,k5,1.035,"[-0.883, 2.954]",1.918,1.077,0.285
refined,tt,-0.120,"[-0.19, -0.049]",0.070,-3.393,0.001
refined,c,-1.056,"[-1.498, -0.615]",0.441,-4.781,0.000
refined,s,-0.704,"[-1.004, -0.403]",0.300,-4.678,0.000
refined,k0,0.328,"[0.02, 0.637]",0.309,2.122,0.038
refined,k1,0.159,"[-0.182, 0.499]",0.340,0.931,0.355
refined,k2,0.104,"[-0.276, 0.484]",0.380,0.548,0.586
refined,k3,-0.336,"[-0.665, -0.007]",0.329,-2.040,0.045
refined,k4,-0.060,"[-0.404, 0.284]",0.344,-0.348,0.729
refined,k5,0.184,"[-0.285, 0.652]",0.468,0.783,0.436
