stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,149.323,2.023,0.000,76,0,9,3694458376.999,175438952.375
refined,198.108,2.023,0.000,76,0,9,3694458376.999,133801170.227
