stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,106.491,2.023,0.000,0,9,3462819719.445,226258292.853,76
refined,131.611,2.023,0.000,0,9,3462819719.445,185384924.449,76
