attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.146,"[-0.206, -0.085]",0.061,-4.796,0.000,9,0.800,568243093.964,0.191,-1.000,0.854,0,0,fn
c,-1.200,"[-1.608, -0.792]",0.408,-5.865,0.000,9,0.800,568243093.964,0.191,-6.000,4.800,0,0,fn
s,-0.774,"[-1.053, -0.496]",0.278,-5.560,0.000,9,0.800,568243093.964,0.191,-3.000,2.226,0,0,fn
k0,0.268,"[-0.037, 0.574]",0.306,1.753,0.084,9,0.800,568243093.964,0.191,0.000,0.268,0,1,fp
k1,0.320,"[0.045, 0.596]",0.276,2.320,0.023,9,0.800,568243093.964,0.191,0.000,0.320,0,1,fp
k2,0.070,"[-0.276, 0.415]",0.346,0.403,0.688,9,0.800,568243093.964,0.191,0.000,0.070,0,0,fp
k3,0.163,"[-0.07, 0.397]",0.233,1.398,0.167,9,0.800,568243093.964,0.191,0.000,0.163,0,0,fp
k4,0.264,"[-0.103, 0.63]",0.367,1.435,0.156,9,0.800,568243093.964,0.191,0.000,0.264,0,0,fp
k5,-0.002,"[-0.279, 0.275]",0.277,-0.012,0.990,9,0.800,568243093.964,0.191,0.000,-0.002,0,0,fp
vot,0.121,,,,,9,0.800,568243093.964,0.191,0.167,-0.045,0,0,fn
tt,-1.084,"[-1.747, -0.42]",0.664,-3.260,0.002,9,0.900,189137807.234,0.131,-1.000,-0.084,0,0,fn
c,-7.707,"[-12.547, -2.867]",4.840,-3.179,0.002,9,0.900,189137807.234,0.131,-6.000,-1.707,0,0,fn
s,-3.732,"[-5.919, -1.546]",2.186,-3.407,0.001,9,0.900,189137807.234,0.131,-3.000,-0.732,0,0,fn
k0,-0.641,"[-1.717, 0.435]",1.076,-1.189,0.239,9,0.900,189137807.234,0.131,0.000,-0.641,0,0,fp
k1,0.315,"[-0.651, 1.281]",0.966,0.650,0.518,9,0.900,189137807.234,0.131,0.000,0.315,0,0,fp
k2,-1.174,"[-2.536, 0.189]",1.362,-1.720,0.090,9,0.900,189137807.234,0.131,0.000,-1.174,0,1,fp
k3,0.851,"[-0.28, 1.983]",1.132,1.502,0.138,9,0.900,189137807.234,0.131,0.000,0.851,0,0,fp
k4,0.836,"[-0.021, 1.694]",0.857,1.946,0.056,9,0.900,189137807.234,0.131,0.000,0.836,0,1,fp
k5,0.301,"[-0.644, 1.247]",0.946,0.636,0.527,9,0.900,189137807.234,0.131,0.000,0.301,0,0,fp
vot,0.141,,,,,9,0.900,189137807.234,0.131,0.167,-0.026,0,0,fn
tt,-1.349,"[-2.014, -0.683]",0.665,-4.046,0.000,9,1.100,185384924.451,0.155,-1.000,-0.349,0,0,fn
c,-6.893,"[-10.398, -3.388]",3.505,-3.925,0.000,9,1.100,185384924.451,0.155,-6.000,-0.893,0,0,fn
s,-2.720,"[-4.253, -1.187]",1.533,-3.542,0.001,9,1.100,185384924.451,0.155,-3.000,0.280,0,0,fn
k0,-0.048,"[-0.95, 0.853]",0.902,-0.107,0.915,9,1.100,185384924.451,0.155,0.000,-0.048,0,0,fp
k1,0.031,"[-0.74, 0.801]",0.770,0.079,0.937,9,1.100,185384924.451,0.155,0.000,0.031,0,0,fp
k2,0.528,"[-0.436, 1.492]",0.964,1.094,0.278,9,1.100,185384924.451,0.155,0.000,0.528,0,0,fp
k3,-0.657,"[-1.387, 0.073]",0.730,-1.797,0.077,9,1.100,185384924.451,0.155,0.000,-0.657,0,1,fp
k4,-0.229,"[-0.996, 0.538]",0.767,-0.597,0.553,9,1.100,185384924.451,0.155,0.000,-0.229,0,0,fp
k5,-0.148,"[-0.899, 0.603]",0.751,-0.393,0.696,9,1.100,185384924.451,0.155,0.000,-0.148,0,0,fp
vot,0.196,,,,,9,1.100,185384924.451,0.155,0.167,0.029,0,0,fn
tt,-2.091,"[-4.069, -0.114]",1.978,-2.111,0.039,9,1.200,331274599.193,0.225,-1.000,-1.091,0,0,fn
c,-8.508,"[-17.012, -0.004]",8.504,-1.997,0.050,9,1.200,331274599.193,0.225,-6.000,-2.508,0,0,fn
s,-5.147,"[-11.133, 0.838]",5.986,-1.716,0.091,9,1.200,331274599.193,0.225,-3.000,-2.147,0,0,fn
k0,-0.717,"[-2.262, 0.827]",1.545,-0.927,0.357,9,1.200,331274599.193,0.225,0.000,-0.717,0,0,fp
k1,-1.081,"[-2.957, 0.795]",1.876,-1.150,0.254,9,1.200,331274599.193,0.225,0.000,-1.081,0,0,fp
k2,-0.369,"[-1.941, 1.203]",1.572,-0.468,0.641,9,1.200,331274599.193,0.225,0.000,-0.369,0,0,fp
k3,-0.745,"[-1.834, 0.345]",1.090,-1.365,0.177,9,1.200,331274599.193,0.225,0.000,-0.745,0,0,fp
k4,-0.330,"[-1.577, 0.916]",1.246,-0.529,0.599,9,1.200,331274599.193,0.225,0.000,-0.330,0,0,fp
k5,-0.711,"[-2.054, 0.632]",1.343,-1.057,0.294,9,1.200,331274599.193,0.225,0.000,-0.711,0,0,fp
vot,0.246,,,,,9,1.200,331274599.193,0.225,0.167,0.079,0,0,fn
