stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.233,"[-2.222, -0.244]",0.989,-2.119,0.043
norefined,c,-7.994,"[-14.34, -1.647]",6.346,-2.140,0.041
norefined,s,-5.116,"[-8.788, -1.444]",3.672,-2.367,0.025
norefined,k0,0.059,"[-0.697, 0.816]",0.756,0.133,0.895
norefined,k1,-0.630,"[-1.552, 0.292]",0.922,-1.162,0.255
norefined,k2,1.352,"[-0.004, 2.708]",1.356,1.694,0.101
norefined,k3,-1.411,"[-3.617, 0.794]",2.206,-1.087,0.286
norefined,k4,0.178,"[-0.424, 0.779]",0.602,0.502,0.620
norefined,k5,1.092,"[-0.572, 2.757]",1.665,1.115,0.274
refined,tt,-1.253,"[-1.917, -0.59]",0.663,-3.210,0.003
refined,c,-7.937,"[-12.302, -3.573]",4.364,-3.090,0.004
refined,s,-3.993,"[-6.085, -1.902]",2.091,-3.245,0.003
refined,k0,0.170,"[-0.328, 0.669]",0.499,0.581,0.566
refined,k1,-0.564,"[-1.111, -0.017]",0.547,-1.753,0.090
refined,k2,0.664,"[-0.051, 1.379]",0.715,1.577,0.126
refined,k3,-0.620,"[-1.685, 0.446]",1.065,-0.988,0.331
refined,k4,-0.470,"[-0.908, -0.032]",0.438,-1.823,0.079
refined,k5,0.618,"[-0.429, 1.666]",1.048,1.003,0.324
