stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.411,"[-3.711, 0.888]",2.300,-1.112,0.292
norefined,c,-8.065,"[-21.052, 4.921]",12.986,-1.126,0.287
norefined,s,-4.934,"[-12.804, 2.936]",7.870,-1.136,0.282
norefined,k0,-0.149,"[-1.441, 1.142]",1.292,-0.210,0.838
norefined,k1,-0.942,"[-3.019, 1.136]",2.077,-0.821,0.431
norefined,k2,1.348,"[-1.902, 4.599]",3.251,0.752,0.469
norefined,k3,-1.580,"[-4.702, 1.542]",3.122,-0.917,0.381
norefined,k4,0.109,"[-1.446, 1.665]",1.556,0.127,0.901
norefined,k5,0.550,"[-2.352, 3.451]",2.901,0.343,0.738
refined,tt,-2.452,"[-7.503, 2.598]",5.050,-0.880,0.400
refined,c,-13.236,"[-37.87, 11.398]",24.634,-0.974,0.353
refined,s,-6.021,"[-17.003, 4.96]",10.981,-0.994,0.344
refined,k0,-0.747,"[-3.469, 1.975]",2.722,-0.498,0.629
refined,k1,-0.659,"[-1.51, 0.193]",0.851,-1.402,0.191
refined,k2,-1.069,"[-3.527, 1.388]",2.457,-0.789,0.449
refined,k3,-0.873,"[-4.348, 2.603]",3.475,-0.455,0.659
refined,k4,-0.269,"[-1.202, 0.664]",0.933,-0.522,0.613
refined,k5,-2.044,"[-8.713, 4.625]",6.669,-0.556,0.591
