stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.698,"[-2.687, -0.708]",0.990,-3.423,0.001
norefined,c,-7.531,"[-11.891, -3.171]",4.360,-3.448,0.001
norefined,s,-2.627,"[-4.216, -1.038]",1.589,-3.300,0.002
norefined,k0,0.582,"[-0.648, 1.812]",1.230,0.945,0.348
norefined,k1,0.213,"[-0.763, 1.188]",0.976,0.436,0.665
norefined,k2,1.432,"[-0.057, 2.92]",1.488,1.920,0.059
norefined,k3,-0.770,"[-1.607, 0.067]",0.837,-1.835,0.071
norefined,k4,-1.323,"[-2.743, 0.097]",1.420,-1.860,0.067
norefined,k5,-0.256,"[-1.083, 0.57]",0.827,-0.619,0.538
refined,tt,-1.349,"[-2.014, -0.683]",0.665,-4.046,0.000
refined,c,-6.893,"[-10.398, -3.388]",3.505,-3.925,0.000
refined,s,-2.720,"[-4.253, -1.187]",1.533,-3.542,0.001
refined,k0,-0.048,"[-0.95, 0.853]",0.902,-0.107,0.915
refined,k1,0.031,"[-0.74, 0.801]",0.770,0.079,0.937
refined,k2,0.528,"[-0.436, 1.492]",0.964,1.094,0.278
refined,k3,-0.657,"[-1.387, 0.073]",0.730,-1.797,0.077
refined,k4,-0.229,"[-0.996, 0.538]",0.767,-0.597,0.553
refined,k5,-0.148,"[-0.899, 0.603]",0.751,-0.393,0.696
